Codigo.PA,Saturaca.bases.ou.aluminio,Carater.Aluminico.Alitico,Atividade.argila,Horiz.diag.superficial,Horiz.diag.subsuperficial,Grup.classe.textural.superficial,Grup.classe.textural.subsuperficial,Classe.drenagem,Presenca.Concrecoes,Presenca.Contato.Litico,Presenca.Contato.litico.fragmentario,Presenca.Nodulos,Presenca.Petroplintita,Ocorrencia.Plintita,Codigo.Horizonte,Simbolo.Horizonte,Profundidade.Superior,Profundidade.Inferior,Classe.de.Textura,Cor.umida.nome,Cor.umida.Matiz,Cor.umida.Valor,Cor.umida.Croma,Cor.Seca.Nome,Cor.Seca.Matiz,Cor.Seca.Valor,Cor.Seca.Croma,Estrutura.Grau.de.Desenvolvimento.1.Ocorrencia,Estrutura.Grau.de.Desenvolvimento.2.Ocorrencia,Estrutura.Grau.de.Desenvolvimento.3.Ocorrencia,Estrutura.Tamanho.1.Ocorrencia,Estrutura.Tamanho.2.Ocorrencia,Estrutura.Tamanho.3.Ocorrencia,Estrutura.Forma.1.Ocorrencia,Estrutura.Forma.2.Ocorrencia,Estrutura.Forma.3.Ocorrencia,Consistencia.Seca,Consistencia.umida,Consistencia.Molhada.Plasticidade,Consistencia.Molhada.Pegajosidade,Cerosidade.Grau.de.desenvolvimento,Cerosidade.Quantidade,Superficie.de.compressao.desenvolvimento,Superficie.de.compressao.Quantidade,Superficie.de.friccao.Grau.de.desenvolvimento,Superficie.de.friccao.Quantidade,Transicao.horizonte.subjacente.Topografia,Transicao.horizonte.subjacente.Nitidez,Variegado.Nomenclatura,Variegado.Matiz,Variegado.Valor,Variegado.Croma,Mosqueado.Nome,Mosqueado.Quantidade,Mosqueado.Contraste,Mosqueado.Tamanho,Mosqueado.Matiz,Mosqueado.Valor,Mosqueado.Croma,Fracoes.amostra.total.Calhaus,Fracoes.amostra.total.Cascalho,Fracoes.amostra.total.Terra.Fina,Composicao.terrafina.Areia.Grossa,Composicao.terrafina.Areia.Fina,Composicao.terrafina.Areia.Total,Composicao.terrafina.Silte,Composicao.terrafina.Argila,Composicao.terrafina.Relacao.Silte.Argila,Composicao.terrafina.Argila.Dispersa.em.agua,Densidade.Particulas,Densidade.solo,Grau.de.Floculacao,pH.H2O,pH.KCl,Complexo.Sortivo.Calcio,Complexo.Sortivo.Magnesio,Complexo.Sortivo.Ca.Mg,Complexo.Sortivo.Potassio,Complexo.Sortivo.Sodio,Complexo.Sortivo.ValorS,Complexo.Sortivo.Hidrogenio,Complexo.Sortivo.AluminioTrocavel,Complexo.Sortivo.ValorT,Complexo.Sortivo.ValorVDelta.Sat.Bases,Complexo.Sortivo.Sat.Aluminio,Ataque.sulfurico.SiO2,Ataque.sulfurico.Al2O3,Ataque.sulfurico.Fe2O3,Ataque.sulfurico.TiO2,Ataque.sulfurico.MnO,Ataque.sulfurico.SiO2.Al2O3,Ataque.sulfurico.SiO2.R2O3,Ataque.sulfurico.Al2O3.Fe2O3,Carbono.organico,Nitrogenio.total,Saturacao.Sodio,Condutividade.Eletrica,Classificacao.Nivel.1,Classificacao.Nivel.2,Classificacao.Nivel.3,Ocorrencia-1-Nivel4
8484,Distrófico,?,Tb,A Fraco,?,Arenosa-areia,Arenosa-areia,Excessivamente drenado,?,?,?,?,?,?,26154,C2,55,120,Areia,Cinzento-claro,10YR,6,4,Cinzento-oliváceo,10YR,7,3,?,?,?,?,?,?,Grãos simples,?,?,Solta,Solta,Não-plástica,Não pegajosa,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0,0,1000,160,750,910,30,60,0.5,40,?,?,33,4.8,3.9,?,?,0.2,0.03,0.02,0.3,0.8,0.3,1.4,21,50,?,?,?,?,?,?,?,?,1.3,0.2,1,?,NEOSSOLO,NEOSSOLO QUARTZARÊNICO,NEOSSOLO QUARTZARÊNICO Órtico,NEOSSOLO QUARTZARÊNICO Órtico Típico
8484,Distrófico,?,Tb,A Fraco,?,Arenosa-areia,Arenosa-areia,Excessivamente drenado,?,?,?,?,?,?,26153,C1,15,55,Areia,Cinzento-claro,10YR,6,4,Cinzento-oliváceo,10YR,7,3,?,?,?,?,?,?,Grãos simples,?,?,Solta,Solta,Não-plástica,Não pegajosa,?,?,?,?,?,?,Plana,Difusa,?,?,?,?,?,?,?,?,?,?,?,0,0,1000,170,780,950,10,40,0.25,20,?,?,50,4.9,3.8,?,?,0.3,0.03,0.02,0.3,0.8,0.2,1.3,23,40,?,?,?,?,?,?,?,?,1.4,0.2,2,?,NEOSSOLO,NEOSSOLO QUARTZARÊNICO,NEOSSOLO QUARTZARÊNICO Órtico,NEOSSOLO QUARTZARÊNICO Órtico Típico
8484,Distrófico,?,Tb,A Fraco,?,Arenosa-areia,Arenosa-areia,Excessivamente drenado,?,?,?,?,?,?,26152,A1,0,15,Areia,Cinzento-esverdeado-escuro,10YR,6,3,Bruno-escuro,10YR,7,2,Fraca,?,?,Pequena a media,?,?,Granular,?,?,Solta,Solta,Não-plástica,Não pegajosa,?,?,?,?,?,?,Plana,Clara,?,?,?,?,?,?,?,?,?,?,?,0,0,1000,140,820,960,10,30,0.33,20,?,?,33,5.3,4,?,?,0.8,0.05,0.02,0.9,1.1,0.1,2.1,43,10,?,?,?,?,?,?,?,?,2.9,0.3,< 1,?,NEOSSOLO,NEOSSOLO QUARTZARÊNICO,NEOSSOLO QUARTZARÊNICO Órtico,NEOSSOLO QUARTZARÊNICO Órtico Típico
7716,Distrófico,?,Tb,A Moderado,Latossólico,Média,Média,Bem drenado,?,?,?,?,?,?,22877,3C,90,110,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,290,0,710,190,640,830,130,40,3.25,30,?,?,25,5.2,4.8,?,?,0.6,0.05,0.07,0.7,1.4,0,2.1,33,0,161,162,266,4.2,?,1.69,0.83,0.96,2.1,0.3,3,?,LATOSSOLO,LATOSSOLO AMARELO,LATOSSOLO AMARELO Distrófico,LATOSSOLO AMARELO Distrófico Típico
7716,Distrófico,?,Tb,A Moderado,Latossólico,Média,Média,Bem drenado,?,?,?,?,?,?,22876,2Cc,61,90,Franco-argilosa muito cascalhenta,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Plástica,Pegajosa,?,?,?,?,?,?,Plana,Abrupta,?,?,?,?,?,?,?,?,?,?,?,230,620,150,340,100,440,240,320,0.75,10,?,?,97,4.4,3.7,?,?,0.3,0.08,0.04,0.4,1.8,0.8,3,13,67,135,121,39,5.5,?,1.9,1.57,4.87,4.1,0.5,1,?,LATOSSOLO,LATOSSOLO AMARELO,LATOSSOLO AMARELO Distrófico,LATOSSOLO AMARELO Distrófico Típico
7716,Distrófico,?,Tb,A Moderado,Latossólico,Média,Média,Bem drenado,?,?,?,?,?,?,22875,Bw,19,61,Franco-argilo-arenosa,Amarelo-brunado,10YR,6,8,Amarelo,10YR,8,6,Fraca,?,?,Pequena,?,?,Blocos subangulares,?,?,Ligeiramente dura,Muito friável,Plástica,Pegajosa,?,?,?,?,?,?,Plana,Abrupta,?,?,?,?,?,?,?,?,?,?,?,0,30,970,390,160,550,210,240,0.88,100,?,?,58,4.3,3.6,?,?,0.2,0.06,0.03,0.3,1.7,0.8,2.8,11,73,126,94,34,4.6,?,2.28,1.85,4.34,3.3,0.4,1,?,LATOSSOLO,LATOSSOLO AMARELO,LATOSSOLO AMARELO Distrófico,LATOSSOLO AMARELO Distrófico Típico
7716,Distrófico,?,Tb,A Moderado,Latossólico,Média,Média,Bem drenado,?,?,?,?,?,?,22874,BA,10,19,Franco-arenosa,Bruno-forte,7.5YR,5,6,?,?,?,?,Fraca,?,?,Media,?,?,Granular,?,?,Ligeiramente dura,Muito friável,Ligeiramente plástica,Ligeiramente pegajosa,?,?,?,?,?,?,Plana,Clara,?,?,?,?,?,?,?,?,?,?,?,0,30,970,450,250,700,130,170,0.76,100,?,?,41,4.6,3.6,?,?,0.3,0.11,0.02,0.4,2.3,0.7,3.4,12,64,101,71,28,3.9,?,2.42,1.93,3.98,5.8,0.5,< 1,?,LATOSSOLO,LATOSSOLO AMARELO,LATOSSOLO AMARELO Distrófico,LATOSSOLO AMARELO Distrófico Típico
7716,Distrófico,?,Tb,A Moderado,Latossólico,Média,Média,Bem drenado,?,?,?,?,?,?,22873,A,0,10,Franco-arenosa,Bruno-escuro,7.5YR,4,4,Bruno-amarelado-claro,10YR,6,4,Fraca,?,?,Media,?,?,Granular,?,?,Ligeiramente dura,Muito friável,Não-plástica,Não pegajosa,?,?,?,?,?,?,Plana,Clara,?,?,?,?,?,?,?,?,?,?,?,0,40,960,440,290,730,130,140,0.93,90,?,?,36,5.3,4,0.9,0.4,1.3,0.27,0.03,1.6,2.8,0.2,4.6,35,11,87,56,23,3.5,?,2.64,2.09,3.82,8.6,0.8,< 1,?,LATOSSOLO,LATOSSOLO AMARELO,LATOSSOLO AMARELO Distrófico,LATOSSOLO AMARELO Distrófico Típico
12570,Distrófico,?,?,A Moderado,?,Argilosa,?,Bem drenado,?,?,?,?,?,?,41690,Bw2,115,175,Argila,Cinzento-oliváceo-escuro,10YR,5,8,?,?,?,?,?,Forte,?,?,Pequena,?,Maciça que se desfaz,Granular,?,Ligeiramente dura,Muito friável,Plástica,Pegajosa,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0,0,1000,130,280,410,80,510,0.16,0,?,1.21,100,4.5,4.1,0.4,0.4,0.8,0.02,0.02,0.4,2.8,0.5,3.7,11,56,165,184,70,10,?,1.52,1.23,4.13,2.6,0.3,< 1,?,LATOSSOLO,LATOSSOLO AMARELO,LATOSSOLO AMARELO Distrófico,LATOSSOLO AMARELO Distrófico Típico
12570,Distrófico,?,?,A Moderado,?,Argilosa,?,Bem drenado,?,?,?,?,?,?,41689,Bw1,80,115,Argila,Cinzento-oliváceo-escuro,10YR,5,6,?,?,?,?,?,Forte,?,?,Pequena,?,Maciça que se desfaz,Granular,?,Ligeiramente dura,Muito friável,Plástica,Pegajosa,?,?,?,?,?,?,Plana,Difusa,?,?,?,?,?,?,?,?,?,?,?,0,0,1000,140,260,400,80,520,0.15,0,?,1.33,100,4.5,4,0.6,0.6,1.2,0.02,0.02,0.6,3.4,0.6,4.6,13,50,176,180,75,11,?,1.66,1.31,3.77,4.2,0.4,< 1,?,LATOSSOLO,LATOSSOLO AMARELO,LATOSSOLO AMARELO Distrófico,LATOSSOLO AMARELO Distrófico Típico
12570,Distrófico,?,?,A Moderado,?,Argilosa,?,Bem drenado,?,?,?,?,?,?,41688,BA,50,80,Argila,Cinzento-oliváceo-claro,10YR,4,6,?,?,?,?,Moderada,?,?,Pequena a media,?,?,Blocos subangulares,?,?,Dura,Firme,Plástica,Pegajosa,?,?,?,?,?,?,Plana,Difusa,?,?,?,?,?,?,?,?,?,?,?,0,0,1000,140,270,410,80,510,0.16,270,?,1.37,47,4.7,4,0.5,0.5,1,0.02,0.03,0.5,3.7,0.6,4.8,10,55,170,176,68,10.4,?,1.64,1.32,4.06,5.5,0.5,< 1,?,LATOSSOLO,LATOSSOLO AMARELO,LATOSSOLO AMARELO Distrófico,LATOSSOLO AMARELO Distrófico Típico
12570,Distrófico,?,?,A Moderado,?,Argilosa,?,Bem drenado,?,?,?,?,?,?,41687,AB,15,50,Argila,Cinzento-oliváceo-claro,10YR,4,4,?,?,?,?,Moderada,?,?,Pequena a media,?,?,Blocos subangulares,?,?,Dura,Firme,Plástica,Pegajosa,?,?,?,?,?,?,Plana,Difusa,?,?,?,?,?,?,?,?,?,?,?,0,0,1000,130,250,380,90,530,0.17,510,?,1.35,4,5,3.9,0.3,0.7,1,0.03,0.03,1.1,4.4,0.6,6.1,18,35,179,180,73,10.3,?,1.69,1.34,3.87,8.6,0.9,< 1,?,LATOSSOLO,LATOSSOLO AMARELO,LATOSSOLO AMARELO Distrófico,LATOSSOLO AMARELO Distrófico Típico
12570,Distrófico,?,?,A Moderado,?,Argilosa,?,Bem drenado,?,?,?,?,?,?,41686,A,0,15,Argilo-arenosa,Cinzento-esverdeado,10YR,3,3,?,?,?,?,Moderada,?,?,Media,?,?,Granular,?,?,Dura,Firme,Plástica,Pegajosa,?,?,?,?,?,?,Plana,Gradual,?,?,?,?,?,?,?,?,?,?,?,0,0,1000,150,340,490,110,400,0.28,380,?,1.22,5,50,4.1,1,0.8,1.8,0,0.05,1.9,6.1,0.2,8.3,23,10,14,132,58,8.3,?,0.18,0.14,3.57,20.8,1.7,< 1,?,LATOSSOLO,LATOSSOLO AMARELO,LATOSSOLO AMARELO Distrófico,LATOSSOLO AMARELO Distrófico Típico
12758,Distrófico,?,?,A Moderado,?,Muito argilosa,?,Bem drenado,?,?,?,?,?,?,42714,Bw3,110,180,?,?,10R,3,6,?,?,?,?,Forte,?,?,Muito pequena,?,?,Granular,?,?,?,Muito friável,Plástica,Pegajosa,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0,0,1000,37,33,70,109,821,0.13,0,2.82,1.05,100,5.4,4.5,?,?,0.1,0.01,0.01,0.1,2.9,0.2,3.2,3,67,156,255,211,20.7,?,1.04,0.68,1.9,3.6,0.5,< 1,?,LATOSSOLO,LATOSSOLO VERMELHO,LATOSSOLO VERMELHO Distroférrico,LATOSSOLO VERMELHO Distroférrico Típico
12758,Distrófico,?,?,A Moderado,?,Muito argilosa,?,Bem drenado,?,?,?,?,?,?,42713,Bw2,56,110,Argila,?,10R,3,6,?,?,?,?,Forte,?,?,Muito pequena,?,?,Granular,?,?,?,Muito friável,Plástica,Pegajosa,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0,0,1000,41,35,76,121,803,0.15,0,2.78,1.05,100,5.5,4.4,?,?,0.2,0.02,0.01,0.2,2.9,0.2,3.3,6,50,157,240,195,18.9,?,1.11,0.73,1.93,4.5,0.5,< 1,?,LATOSSOLO,LATOSSOLO VERMELHO,LATOSSOLO VERMELHO Distroférrico,LATOSSOLO VERMELHO Distroférrico Típico
12758,Distrófico,?,?,A Moderado,?,Muito argilosa,?,Bem drenado,?,?,?,?,?,?,42712,Bw1,17,56,Argila,?,10R,3,6,?,?,?,?,Forte,?,?,Muito pequena,?,?,Granular,?,?,?,Muito friável,Plástica,Pegajosa,?,?,?,?,?,?,Plana,Difusa,?,?,?,?,?,?,?,?,?,?,?,0,0,1000,41,27,68,130,802,0.16,0,2.78,1.01,100,4.7,4.1,?,?,0.2,0.04,0.01,0.3,3.5,0.7,4.5,7,70,152,227,188,21.3,?,1.14,0.74,1.9,8.3,1.2,< 1,?,LATOSSOLO,LATOSSOLO VERMELHO,LATOSSOLO VERMELHO Distroférrico,LATOSSOLO VERMELHO Distroférrico Típico
12758,Distrófico,?,?,A Moderado,?,Muito argilosa,?,Bem drenado,?,?,?,?,?,?,42711,BA,7,17,Argila,Vermelho-escuro-acinzentado,10R,3,4,?,?,?,?,Moderada,?,?,Pequena,?,?,Blocos subangulares,?,?,?,Friável,Plástica,Pegajosa,?,?,?,?,?,?,Plana,Difusa,?,?,?,?,?,?,?,?,?,?,?,0,0,1000,47,43,90,129,781,0.17,0,2.74,0.87,100,4.6,4,?,?,0.4,0.11,0.01,0.5,4.5,1.3,6.3,8,72,159,224,188,24.5,?,1.21,0.79,1.87,12.8,1.5,< 1,?,LATOSSOLO,LATOSSOLO VERMELHO,LATOSSOLO VERMELHO Distroférrico,LATOSSOLO VERMELHO Distroférrico Típico
12758,Distrófico,?,?,A Moderado,?,Muito argilosa,?,Bem drenado,?,?,?,?,?,?,42710,A,0,7,Argila,Vermelho-escuro-acinzentado,10R,3,4,?,?,?,?,Moderada,Forte,?,Pequena,Pequena,?,Blocos subangulares,Granular,?,Macia,?,Não-plástica,Não pegajosa,?,?,?,?,?,?,Plana,Difusa,?,?,?,?,?,?,?,?,?,?,?,0,0,1000,43,47,90,149,761,0.2,0,2.7,0.92,100,4.5,4,0.6,0.6,1.2,0.3,0.01,1.5,4.9,0.9,7.3,21,38,176,225,192,21.4,?,1.33,0.86,1.84,15.9,1.9,< 1,?,LATOSSOLO,LATOSSOLO VERMELHO,LATOSSOLO VERMELHO Distroférrico,LATOSSOLO VERMELHO Distroférrico Típico
5359,Distrófico,?,Ta,?,?,Média,?,Bem drenado,Não,Não,Não,Não,Não,Não,13970,A1,?,29,Franco-argilo-arenosa,Cinzento muito escuro,5YR,3,1,Bruno-acinzentado-escuro,10YR,4,2,Moderada a forte,?,?,Pequena,Media,?,Granular,?,?,Macia,Muito friável,Ligeiramente plástica,Pegajosa,?,?,?,?,?,?,Plana,Gradual,?,?,?,?,?,?,?,?,?,?,?,38,112,850,21,321,342,321,290,1.11,103,?,?,64,4.6,4.2,0.4,0.6,?,0.52,0.01,1.5,15.4,2.7,19.6,8,64,?,?,?,?,?,?,?,?,37.3,?,?,?,CAMBISSOLO,CAMBISSOLO HÚMICO,CAMBISSOLO HÚMICO Distrófico,CAMBISSOLO HÚMICO Distrófico Típico
5359,Distrófico,?,Ta,?,?,Média,?,Bem drenado,Não,Não,Não,Não,Não,Não,13969,A2,29,48,Franco-argilo-arenosa cascalhenta,Bruno-avermelhado-escuro,5YR,3,2,?,?,?,?,Moderada a forte,?,?,Pequena,Media,?,Granular,?,?,Macia,Muito friável,Ligeiramente plástica,Pegajosa,?,?,?,?,?,?,Plana,Gradual,?,?,?,?,?,?,?,?,?,?,?,0,68,932,21,396,417,295,288,1.02,206,?,?,28,4.6,4.3,0.5,?,?,0.29,0.01,0.8,1.3,2.6,14.7,5,76,?,?,?,?,?,?,?,?,28.5,?,?,?,CAMBISSOLO,CAMBISSOLO HÚMICO,CAMBISSOLO HÚMICO Distrófico,CAMBISSOLO HÚMICO Distrófico Típico
5359,Distrófico,?,Ta,?,?,Média,?,Bem drenado,Não,Não,Não,Não,Não,Não,13968,AB,48,110,Franco-argilo-arenosa cascalhenta,Bruno-avermelhado-escuro,5YR,3,2,?,?,?,?,Moderada,Fraca,?,Pequena,?,?,Granular,Blocos subangulares,?,Macia,Muito friável,Plástica,Pegajosa,?,?,?,?,?,?,Plana,Clara,?,?,?,?,?,?,?,?,?,?,?,0,186,814,25,395,420,293,287,1.02,246,?,?,14,4.7,4.3,0.5,?,?,0.23,0.01,0.7,8.6,2.3,11.6,6,77,?,?,?,?,?,?,?,?,20,?,?,?,CAMBISSOLO,CAMBISSOLO HÚMICO,CAMBISSOLO HÚMICO Distrófico,CAMBISSOLO HÚMICO Distrófico Típico
5359,Distrófico,?,Ta,?,?,Média,?,Bem drenado,Não,Não,Não,Não,Não,Não,13967,Bi/A,110,143,Franco-argilo-siltosa,Bruno-avermelhado-escuro,5YR,3,4,?,?,?,?,Fraca,?,?,Pequena,?,?,Blocos angulares,Blocos subangulares,?,Ligeiramente dura,Friável,Plástica,Pegajosa,?,?,?,?,?,?,Ondulada,Clara,?,?,?,?,?,?,?,?,?,?,?,0,169,831,24,428,452,263,285,0.92,244,?,?,14,4.9,4.3,0.5,?,?,0.19,0.01,0.7,6.4,1.8,8.9,8,72,?,?,?,?,?,1.82,1.32,2.66,10.4,?,?,?,CAMBISSOLO,CAMBISSOLO HÚMICO,CAMBISSOLO HÚMICO Distrófico,CAMBISSOLO HÚMICO Distrófico Típico
5359,Distrófico,?,Ta,?,?,Média,?,Bem drenado,Não,Não,Não,Não,Não,Não,13966,2Cr/Bi,143,165,Franco-argilosa,Bruno-avermelhado,5YR,4,4,?,?,?,?,Moderada,?,?,Pequena,Media,?,Blocos subangulares,Blocos angulares,?,Ligeiramente dura,Friável,Plástica,Pegajosa,?,?,?,?,?,?,?,?,?,?,?,?,cinzento-esverdeado,Comum,Distinto,Médio,7.5YR,3,4,0,89,911,28,469,497,219,284,0.77,284,?,?,0,5.1,4.3,0.6,?,?,0.22,0.01,0.8,4,1.7,6.5,12,68,?,?,?,?,?,?,?,?,5.8,?,?,?,CAMBISSOLO,CAMBISSOLO HÚMICO,CAMBISSOLO HÚMICO Distrófico,CAMBISSOLO HÚMICO Distrófico Típico
6472,Distrófico,?,Tb,A Moderado,Incipiente,Média,Média,Bem drenado,?,?,?,?,?,?,18488,C,55,85,Areia,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Friável,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,239,549,788,99,117,0.85,?,?,?,?,4.9,?,?,?,1.2,63,?,1.36,?,0.5,3.46,39.33,26.86,?,?,?,?,?,?,?,?,2.9,?,?,?,CAMBISSOLO,CAMBISSOLO HÁPLICO,CAMBISSOLO HÁPLICO Tb Distrófico,CAMBISSOLO HÁPLICO Tb Distrófico Típico
6472,Distrófico,?,Tb,A Moderado,Incipiente,Média,Média,Bem drenado,?,?,?,?,?,?,18487,Bi2,40,55,Argilo-arenosa,?,10YR,5,6,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Friável,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,474,62,536,276,188,1.47,?,?,?,?,4.9,?,?,?,2.2,87,?,2.42,?,1,5.12,47.3,29.21,?,?,?,?,?,?,?,?,4.6,?,?,?,CAMBISSOLO,CAMBISSOLO HÁPLICO,CAMBISSOLO HÁPLICO Tb Distrófico,CAMBISSOLO HÁPLICO Tb Distrófico Típico
6472,Distrófico,?,Tb,A Moderado,Incipiente,Média,Média,Bem drenado,?,?,?,?,?,?,18483,Bi1,25,40,Argilo-siltosa,?,10YR,5,6,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Friável,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,299,44,343,403,254,1.59,?,?,?,?,4.9,?,?,?,2.2,122,?,2.51,?,1.1,6.11,41.11,30.45,?,?,?,?,?,?,?,?,5.7,?,?,?,CAMBISSOLO,CAMBISSOLO HÁPLICO,CAMBISSOLO HÁPLICO Tb Distrófico,CAMBISSOLO HÁPLICO Tb Distrófico Típico
6472,Distrófico,?,Tb,A Moderado,Incipiente,Média,Média,Bem drenado,?,?,?,?,?,?,18480,BA,10,25,Argilo-siltosa,?,10YR,5,3,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Friável,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,210,45,255,437,308,1.42,?,?,?,?,4.6,?,?,?,1.8,18,?,1.85,?,0,5.75,32.13,0,?,?,?,?,?,?,?,?,?,?,?,?,CAMBISSOLO,CAMBISSOLO HÁPLICO,CAMBISSOLO HÁPLICO Tb Distrófico,CAMBISSOLO HÁPLICO Tb Distrófico Típico
6472,Distrófico,?,Tb,A Moderado,Incipiente,Média,Média,Bem drenado,?,?,?,?,?,?,18478,A,0,10,Argilo-siltosa,?,10YR,4,2,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Friável,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,168,14,182,487,331,1.47,?,?,?,?,4.8,?,?,?,3.4,31,?,3.48,?,0,7.08,49.15,0,?,?,?,?,?,?,?,?,10.3,?,?,?,CAMBISSOLO,CAMBISSOLO HÁPLICO,CAMBISSOLO HÁPLICO Tb Distrófico,CAMBISSOLO HÁPLICO Tb Distrófico Típico
9243,?,?,?,A Moderado,?,Média,?,Bem drenado,?,?,?,?,?,?,29305,Bw3,130,168,Franco-arenosa,?,10R,3,6,?,?,?,?,Forte,?,?,Pequena,?,?,Granular,?,?,?,Friável,Ligeiramente plástica,Ligeiramente pegajosa,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0,0,1000,635,147,782,37,181,0.2,0,2.78,?,100,5,4,0.1,?,?,0.01,0.01,0.1,1.3,0.7,2.1,5,88,56,54,64,20.5,?,1.76,1,1.32,2.2,0.3,< 1,?,LATOSSOLO,LATOSSOLO VERMELHO,LATOSSOLO VERMELHO Distrófico,LATOSSOLO VERMELHO Distrófico Típico
9243,?,?,?,A Moderado,?,Média,?,Bem drenado,?,?,?,?,?,?,29304,Bw2,65,130,Franco-arenosa,?,10R,3,6,?,?,?,?,Forte,?,?,Pequena,?,?,Granular,?,?,?,Friável,Ligeiramente plástica,Ligeiramente pegajosa,?,?,?,?,?,?,Plana,Difusa,?,?,?,?,?,?,?,?,?,?,?,0,0,1000,632,147,779,40,181,0.22,0,2.77,?,100,4.9,4,0.1,?,?,0.01,0.01,0.1,1.2,0.8,2.1,5,89,56,52,57,19.9,?,1.83,1.08,1.43,2.1,0.3,< 1,?,LATOSSOLO,LATOSSOLO VERMELHO,LATOSSOLO VERMELHO Distrófico,LATOSSOLO VERMELHO Distrófico Típico
9243,?,?,?,A Moderado,?,Média,?,Bem drenado,?,?,?,?,?,?,29303,Bw1,38,85,Franco-argilo-arenosa,?,10R,3,5,?,?,?,?,Forte,?,?,Pequena,?,?,Granular,?,?,?,Friável,Ligeiramente plástica,Ligeiramente pegajosa,?,?,?,?,?,?,Plana,Difusa,?,?,?,?,?,?,?,?,?,?,?,0,0,1000,623,143,766,33,201,0.16,20,2.68,1.45,90,5,4,0.3,?,?,0.01,0.01,0.3,1.8,0.7,2.8,11,70,65,56,57,18.1,?,1.97,1.2,1.54,3,0.4,< 1,?,LATOSSOLO,LATOSSOLO VERMELHO,LATOSSOLO VERMELHO Distrófico,LATOSSOLO VERMELHO Distrófico Típico
9243,?,?,?,A Moderado,?,Média,?,Bem drenado,?,?,?,?,?,?,29302,BA,15,38,Franco-arenosa,Vermelho-escuro-acinzentado,10R,3,4,?,?,?,?,Fraca,Forte,?,Pequena,?,?,Blocos subangulares,Granular,?,?,Friável,Ligeiramente plástica,Ligeiramente pegajosa,?,?,?,?,?,?,Plana,Gradual,?,?,?,?,?,?,?,?,?,?,?,0,0,1000,651,153,804,35,161,0.22,121,2.7,1.6,25,5.6,4.4,1.3,0.1,1.4,0.02,0.01,1.4,1.5,0.1,3,47,7,48,45,49,16.7,?,1.81,1.07,1.44,4.2,0.5,< 1,?,LATOSSOLO,LATOSSOLO VERMELHO,LATOSSOLO VERMELHO Distrófico,LATOSSOLO VERMELHO Distrófico Típico
9243,?,?,?,A Moderado,?,Média,?,Bem drenado,?,?,?,?,?,?,29300,A,0,15,Franco-arenosa,Vermelho-escuro-acinzentado,10R,3,4,?,?,?,?,Forte,?,?,Pequena,?,?,Granular,?,?,?,Friável,Ligeiramente plástica,Ligeiramente pegajosa,?,?,?,?,?,?,Plana,Gradual,?,?,?,?,?,?,?,?,?,?,?,0,0,1000,647,159,806,33,161,0.2,100,2.71,1.53,38,5.3,4.3,1.1,0.5,1.6,0.05,0.01,1.7,2.3,0.2,4.2,40,11,49,43,49,17.1,?,1.94,1.12,1.38,7.6,0.8,< 1,?,LATOSSOLO,LATOSSOLO VERMELHO,LATOSSOLO VERMELHO Distrófico,LATOSSOLO VERMELHO Distrófico Típico
12595,?,?,?,A Moderado,?,?,Muito argilosa,Acentuadamente drenado,?,?,?,?,?,?,41840,Bw3,280,310,Muito argilosa (argila pesada),Vermelho-escuro-acinzentado,10R,3,3,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Muito friável,Plástica,Muito pegajosa,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0,40,960,80,80,160,150,690,0.22,240,?,?,65,5.8,6.2,?,?,0.6,0.01,0.06,0.7,1,0,1.7,41,0,64,336,231,21.1,?,0.32,0.23,2.28,2.6,0.1,4,?,LATOSSOLO,LATOSSOLO VERMELHO,LATOSSOLO VERMELHO Distrófico,LATOSSOLO VERMELHO Distrófico Típico
