Codigo.PA,Saturaca.bases.ou.aluminio,Carater.Aluminico.Alitico,Atividade.argila,Horiz.diag.superficial,Horiz.diag.subsuperficial,Grup.classe.textural.superficial,Grup.classe.textural.subsuperficial,Classe.drenagem,Presenca.Concrecoes,Presenca.Contato.Litico,Presenca.Contato.litico.fragmentario,Presenca.Nodulos,Presenca.Petroplintita,Ocorrencia.Plintita,Codigo.Horizonte,Simbolo.Horizonte,Profundidade.Superior,Profundidade.Inferior,Classe.de.Textura,Cor.umida.nome,Cor.umida.Matiz,Cor.umida.Valor,Cor.umida.Croma,Cor.Seca.Nome,Cor.Seca.Matiz,Cor.Seca.Valor,Cor.Seca.Croma,Estrutura.Grau.de.Desenvolvimento.1.Ocorrencia,Estrutura.Grau.de.Desenvolvimento.2.Ocorrencia,Estrutura.Grau.de.Desenvolvimento.3.Ocorrencia,Estrutura.Tamanho.1.Ocorrencia,Estrutura.Tamanho.2.Ocorrencia,Estrutura.Tamanho.3.Ocorrencia,Estrutura.Forma.1.Ocorrencia,Estrutura.Forma.2.Ocorrencia,Estrutura.Forma.3.Ocorrencia,Consistencia.Seca,Consistencia.umida,Consistencia.Molhada.Plasticidade,Consistencia.Molhada.Pegajosidade,Cerosidade.Grau.de.desenvolvimento,Cerosidade.Quantidade,Superficie.de.compressao.desenvolvimento,Superficie.de.compressao.Quantidade,Superficie.de.friccao.Grau.de.desenvolvimento,Superficie.de.friccao.Quantidade,Transicao.horizonte.subjacente.Topografia,Transicao.horizonte.subjacente.Nitidez,Variegado.Nomenclatura,Variegado.Matiz,Variegado.Valor,Variegado.Croma,Mosqueado.Nome,Mosqueado.Quantidade,Mosqueado.Contraste,Mosqueado.Tamanho,Mosqueado.Matiz,Mosqueado.Valor,Mosqueado.Croma,Fracoes.amostra.total.Calhaus,Fracoes.amostra.total.Cascalho,Fracoes.amostra.total.Terra.Fina,Composicao.terrafina.Areia.Grossa,Composicao.terrafina.Areia.Fina,Composicao.terrafina.Areia.Total,Composicao.terrafina.Silte,Composicao.terrafina.Argila,Composicao.terrafina.Relacao.Silte.Argila,Composicao.terrafina.Argila.Dispersa.em.agua,Densidade.Particulas,Densidade.solo,Grau.de.Floculacao,pH.H2O,pH.KCl,Complexo.Sortivo.Calcio,Complexo.Sortivo.Magnesio,Complexo.Sortivo.Ca.Mg,Complexo.Sortivo.Potassio,Complexo.Sortivo.Sodio,Complexo.Sortivo.ValorS,Complexo.Sortivo.Hidrogenio,Complexo.Sortivo.AluminioTrocavel,Complexo.Sortivo.ValorT,Complexo.Sortivo.ValorVDelta.Sat.Bases,Complexo.Sortivo.Sat.Aluminio,Ataque.sulfurico.SiO2,Ataque.sulfurico.Al2O3,Ataque.sulfurico.Fe2O3,Ataque.sulfurico.TiO2,Ataque.sulfurico.MnO,Ataque.sulfurico.SiO2.Al2O3,Ataque.sulfurico.SiO2.R2O3,Ataque.sulfurico.Al2O3.Fe2O3,Carbono.organico,Nitrogenio.total,Saturacao.Sodio,Condutividade.Eletrica,Classificacao.Nivel.1,Classificacao.Nivel.2,Classificacao.Nivel.3,Ocorrencia-1-Nivel4
8410,Eutrófico,?,Tb,A Moderado,?,Média,Argilosa,Moderadamente drenado,?,?,?,?,?,?,25899,A3,5,15,Franco-arenosa,Cinzento-oliváceo-escuro,10YR,5,6,Preto-avermelhado,7.5YR,5,8,Fraca,?,?,Pequena a media,?,?,Blocos subangulares,?,?,Ligeiramente dura,Muito friável,Ligeiramente plástica,Ligeiramente pegajosa,?,?,?,?,?,?,Plana,Clara,?,?,?,?,?,?,?,?,?,?,?,0,50,950,230,450,680,120,200,0.6,160,?,?,20,5.9,4.8,2.3,1.2,3.5,0.38,0.02,3.9,2.6,0,6.5,60,0,92,69,17,2.9,?,2.27,1.96,6.37,10.5,1,< 1,?,ARGISSOLO,ARGISSOLO VERMELHO-AMARELO,ARGISSOLO VERMELHO-AMARELO Eutrófico,?
8410,Eutrófico,?,Tb,A Moderado,?,Média,Argilosa,Moderadamente drenado,?,?,?,?,?,?,25896,A1,0,5,Franca com cascalho,Verde-acinzentado,5YR,3,2,?,?,?,?,Fraca,?,?,Pequena,?,?,Blocos subangulares,?,?,Ligeiramente dura,Muito friável,Ligeiramente plástica,Ligeiramente pegajosa,?,?,?,?,?,?,Plana,Clara,?,?,?,?,?,?,?,?,?,?,?,0,70,930,240,460,700,130,170,0.76,140,?,?,18,5.5,4.9,2.8,1.7,4.5,0.5,0.03,5,3,0,8,63,0,78,59,16,2.1,?,2.25,1.92,5.79,14.6,1.3,< 1,?,ARGISSOLO,ARGISSOLO VERMELHO-AMARELO,ARGISSOLO VERMELHO-AMARELO Eutrófico,?
13206,Eutrófico,?,Tb,?,?,Arenosa,Argilosa,Mal drenado,?,Sim,?,?,?,Sim,44578,C6TR,290,470,Franco-arenosa,Bruno-amarelado-escuro,5Y,4,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Ligeiramente plástica,Ligeiramente pegajosa,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,NEOSSOLO,NEOSSOLO FLÚVICO,NEOSSOLO FLÚVICO Tb Eutrófico,?
13206,Eutrófico,?,Tb,?,?,Arenosa,Argilosa,Mal drenado,?,Sim,?,?,?,Sim,44577,C5TR,160,290,Argila,Bruno-amarelado-escuro,5Y,4,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Muito plástica,Muito pegajosa,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,NEOSSOLO,NEOSSOLO FLÚVICO,NEOSSOLO FLÚVICO Tb Eutrófico,?
13206,Eutrófico,?,Tb,?,?,Arenosa,Argilosa,Mal drenado,?,Sim,?,?,?,Sim,44576,C4TR,140,160,Areia,Bruno-amarelado-escuro,5Y,4,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Ligeiramente plástica,Não pegajosa,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,NEOSSOLO,NEOSSOLO FLÚVICO,NEOSSOLO FLÚVICO Tb Eutrófico,?
13206,Eutrófico,?,Tb,?,?,Arenosa,Argilosa,Mal drenado,?,Sim,?,?,?,Sim,44575,C3TR,110,140,?,Bruno-acinzentado-escuro,7.5YR,2.5,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Muito plástica,Muito pegajosa,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,NEOSSOLO,NEOSSOLO FLÚVICO,NEOSSOLO FLÚVICO Tb Eutrófico,?
13206,Eutrófico,?,Tb,?,?,Arenosa,Argilosa,Mal drenado,?,Sim,?,?,?,Sim,44574,C2,46,110,Argila,Bruno-amarelado-escuro,7.5YR,4,0,?,?,?,?,Moderada,Moderada,?,Media,Media,?,Blocos subangulares,Blocos angulares,?,?,Friável,Muito plástica,Muito pegajosa,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0,0,1000,50,50,100,300,600,0.5,20,2.46,1.01,97,4.5,3.9,0.12,0.52,0.64,?,?,?,?,0.42,?,?,?,?,?,?,?,?,?,?,?,55,3,?,1.4,NEOSSOLO,NEOSSOLO FLÚVICO,NEOSSOLO FLÚVICO Tb Eutrófico,?
13206,Eutrófico,?,Tb,?,?,Arenosa,Argilosa,Mal drenado,?,Sim,?,?,?,Sim,44573,C1,23,46,Areia-franca,Cinzento-oliváceo-escuro,10YR,5,6,?,?,?,?,Fraca,?,?,Media,?,?,Blocos subangulares,?,?,?,Muito friável,Ligeiramente plástica,Não pegajosa,?,?,?,?,?,?,Ondulada,Abrupta,?,?,?,?,?,?,?,?,?,?,?,0,0,1000,600,300,900,40,60,0.67,10,2.65,1.32,83,5.9,5.1,2.48,0.4,2.88,0.04,0.18,3.1,?,0,?,?,0,?,?,?,?,?,?,?,?,2.9,0.3,?,1,NEOSSOLO,NEOSSOLO FLÚVICO,NEOSSOLO FLÚVICO Tb Eutrófico,?
13206,Eutrófico,?,Tb,?,?,Arenosa,Argilosa,Mal drenado,?,Sim,?,?,?,Sim,44572,Ap,0,23,Franco-arenosa,Bruno-claro,10YR,5,1,?,?,?,?,Fraca,?,?,Media,?,?,Blocos subangulares,?,?,?,Muito friável,Ligeiramente plástica,Não pegajosa,?,?,?,?,?,?,Ondulada,Clara,?,?,?,?,?,?,?,?,?,?,?,0,0,1000,510,0,510,390,100,3.9,10,2.64,1.27,90,7.3,?,10.76,0.72,11.48,0.04,0.4,11.9,?,0,?,?,0,?,?,?,?,?,?,?,?,6.6,0.6,?,2.5,NEOSSOLO,NEOSSOLO FLÚVICO,NEOSSOLO FLÚVICO Tb Eutrófico,?
5682,Eutrófico,?,Ta,A Moderado,?,Média,Arenosa,Imperfeitamente a moderadamente drenado,?,?,?,?,?,?,15435,3C2,40,80,Areia cascalhenta,Bruno-amarelado,10YR,5,5,?,?,?,?,?,?,?,?,?,?,Grãos simples,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,40,240,720,30,860,890,50,60,0.83,20,?,?,67,6.9,6.1,?,?,0.9,0.07,0.05,1,1,0,2,50,0,2.1,0.8,1.3,0.16,?,4.46,2.19,0.97,0.4,0.4,2,?,NEOSSOLO,NEOSSOLO FLÚVICO,NEOSSOLO FLÚVICO Ta Eutrófico,?
5682,Eutrófico,?,Ta,A Moderado,?,Média,Arenosa,Imperfeitamente a moderadamente drenado,?,?,?,?,?,?,15433,2C1,25,40,Areia,Bruno-amarelado,10YR,5,4,?,?,?,?,?,?,?,?,?,?,Grãos simples,?,?,?,?,?,?,?,?,?,?,?,?,Plana,Clara,?,?,?,?,?,?,?,?,?,?,?,0,30,970,120,810,930,10,60,0.17,20,?,?,67,6.6,6,1.3,0.8,?,0.12,0.06,2.3,1.5,0,3.8,60,0,3.3,1.4,1.9,0.27,?,4.01,2.14,1.16,0.8,0.4,1,?,NEOSSOLO,NEOSSOLO FLÚVICO,NEOSSOLO FLÚVICO Ta Eutrófico,?
5682,Eutrófico,?,Ta,A Moderado,?,Média,Arenosa,Imperfeitamente a moderadamente drenado,?,?,?,?,?,?,15432,A2,10,25,Franco-arenosa,Bruno-acinzentado-escuro,10YR,3.2,2,?,?,?,?,Fraca,?,?,Pequena,?,?,Blocos subangulares,?,?,?,?,Ligeiramente plástica,Pegajosa,?,?,?,?,?,?,Plana,Abrupta,?,?,?,?,?,?,?,?,?,?,?,0,0,1000,320,420,740,120,140,0.86,100,?,?,29,5.4,3.9,4.6,1.4,?,0.17,0.18,6.3,4.7,0.5,1.5,55,7,6.9,5,4,0.47,?,2.35,1.55,1.96,4.6,0.8,1,?,NEOSSOLO,NEOSSOLO FLÚVICO,NEOSSOLO FLÚVICO Ta Eutrófico,?
5682,Eutrófico,?,Ta,A Moderado,?,Média,Arenosa,Imperfeitamente a moderadamente drenado,?,?,?,?,?,?,15431,Ap,0,10,Franco-argilo-arenosa,Bruno-acinzentado-escuro,10YR,3,2,?,?,?,?,Fraca,?,?,Pequena a media,Pequena,?,Blocos subangulares,Granular,?,?,?,Ligeiramente plástica,Ligeiramente pegajosa,?,?,?,?,?,?,Plana,Clara,?,?,?,?,?,?,?,?,?,?,?,0,0,1000,250,320,570,200,230,0.87,140,?,?,39,5.2,4.4,7.8,2.7,?,0.64,0.18,11.3,6.3,0.1,16.7,68,1,9.7,7.7,5.2,0.56,?,2.14,1.49,2.32,15.9,1.3,1,?,NEOSSOLO,NEOSSOLO FLÚVICO,NEOSSOLO FLÚVICO Ta Eutrófico,?
10874,Distrófico,?,?,A Moderado,?,Média,?,Acentuadamente drenado,?,?,?,?,?,?,36160,B23,130,160,Franco-argilo-arenosa,Vermelho-claro,5YR,5,8,?,?,?,?,Fraca,?,?,Pequena,?,?,Granular,?,?,?,Friável,Plástica,Pegajosa,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0,0,1000,363,193,556,157,287,0.55,4,?,?,99,5.5,4.3,0.43,0.4,0.83,0.04,0.02,0.9,2.71,0.3,3.91,23,25,114.8,136.4,36,?,?,1.43,1.22,5.95,2,0.2,< 1,?,LATOSSOLO,LATOSSOLO VERMELHO-AMARELO,LATOSSOLO VERMELHO-AMARELO Distrófico,?
10874,Distrófico,?,?,A Moderado,?,Média,?,Acentuadamente drenado,?,?,?,?,?,?,36159,B22,90,130,Franco-argilo-arenosa,Vermelho-claro,5YR,5,8,?,?,?,?,Fraca,?,?,Pequena,?,?,Granular,?,?,?,Friável,Plástica,Pegajosa,?,?,?,?,?,?,?,Difusa,?,?,?,?,?,?,?,?,?,?,?,0,0,1000,297,247,544,153,303,0.5,7,?,?,98,5.4,4.2,0.4,0.29,0.69,0.09,0.02,0.8,3.01,0.6,4.41,18,43,118.3,135.2,35.9,?,?,1.49,1.27,5.91,2,0.2,< 1,?,LATOSSOLO,LATOSSOLO VERMELHO-AMARELO,LATOSSOLO VERMELHO-AMARELO Distrófico,?
10874,Distrófico,?,?,A Moderado,?,Média,?,Acentuadamente drenado,?,?,?,?,?,?,36158,B21,60,90,Franco-argilo-arenosa,Vermelho-claro,5YR,5,8,?,?,?,?,Fraca,?,?,Pequena,?,?,Granular,?,?,?,Friável,Plástica,Pegajosa,?,?,?,?,?,?,?,Difusa,?,?,?,?,?,?,?,?,?,?,?,0,0,1000,344,216,560,146,294,0.5,61,?,?,79,5.1,4.1,0.34,0.34,0.68,0.09,0.02,0.8,3.34,0.7,4.84,17,47,107.5,134.6,33,?,?,1.36,1.17,6.4,3,0.3,< 1,?,LATOSSOLO,LATOSSOLO VERMELHO-AMARELO,LATOSSOLO VERMELHO-AMARELO Distrófico,?
10874,Distrófico,?,?,A Moderado,?,Média,?,Acentuadamente drenado,?,?,?,?,?,?,36157,B1,40,60,Franco-argilo-arenosa,Vermelho-claro,5YR,5,6,?,?,?,?,Fraca,?,?,Pequena,?,?,Granular,?,?,?,Friável,Plástica,Pegajosa,?,?,?,?,?,?,?,Difusa,?,?,?,?,?,?,?,?,?,?,?,0,0,1000,303,258,561,133,306,0.43,84,?,?,73,5,4,0.18,0.32,0.5,0.09,0.02,0.6,4.57,0.6,5.77,10,50,128.4,127.8,32.8,?,?,1.71,1.47,6.12,5,0.4,< 1,?,LATOSSOLO,LATOSSOLO VERMELHO-AMARELO,LATOSSOLO VERMELHO-AMARELO Distrófico,?
10874,Distrófico,?,?,A Moderado,?,Média,?,Acentuadamente drenado,?,?,?,?,?,?,36156,A3,20,40,Franco-argilo-arenosa,Vermelho-acinzentado,5YR,4,4,?,?,?,?,Fraca,?,?,Pequena,?,?,Granular,?,?,?,Muito friável,Ligeiramente plástica,Ligeiramente pegajosa,?,?,?,?,?,?,?,Difusa,?,?,?,?,?,?,?,?,?,?,?,0,0,1000,338,246,584,132,284,0.46,78,?,?,73,4.8,4.1,0.47,0.15,0.62,0.02,0.09,0.7,6.09,0.6,7.39,9,46,117.6,127.5,32.5,?,?,1.57,1.35,6.16,9,0.7,1,?,LATOSSOLO,LATOSSOLO VERMELHO-AMARELO,LATOSSOLO VERMELHO-AMARELO Distrófico,?
10874,Distrófico,?,?,A Moderado,?,Média,?,Acentuadamente drenado,?,?,?,?,?,?,36155,A1,0,20,Franco-arenosa,Vermelho-acinzentado,5YR,4,4,?,?,?,?,Fraca,?,?,Pequena,?,?,Granular,?,?,?,Muito friável,Ligeiramente plástica,Ligeiramente pegajosa,?,?,?,?,?,?,?,Gradual,?,?,?,?,?,?,?,?,?,?,?,0,0,1000,346,318,664,146,190,0.77,45,?,?,76,4.7,4.1,0.85,0.43,1.28,0.35,0.05,1.7,5.12,0.9,7.72,22,35,85.1,92.8,25.3,?,?,1.56,1.33,5.76,12,0.9,< 1,?,LATOSSOLO,LATOSSOLO VERMELHO-AMARELO,LATOSSOLO VERMELHO-AMARELO Distrófico,?
