Codigo.PA,Saturaca.bases.ou.aluminio,Carater.Aluminico.Alitico,Atividade.argila,Horiz.diag.superficial,Horiz.diag.subsuperficial,Grup.classe.textural.superficial,Grup.classe.textural.subsuperficial,Classe.drenagem,Presenca.Concrecoes,Presenca.Contato.Litico,Presenca.Contato.litico.fragmentario,Presenca.Nodulos,Presenca.Petroplintita,Ocorrencia.Plintita,Codigo.Horizonte,Simbolo.Horizonte,Profundidade.Superior,Profundidade.Inferior,Classe.de.Textura,Cor.umida.nome,Cor.umida.Matiz,Cor.umida.Valor,Cor.umida.Croma,Cor.Seca.Nome,Cor.Seca.Matiz,Cor.Seca.Valor,Cor.Seca.Croma,Estrutura.Grau.de.Desenvolvimento.1.Ocorrencia,Estrutura.Grau.de.Desenvolvimento.2.Ocorrencia,Estrutura.Grau.de.Desenvolvimento.3.Ocorrencia,Estrutura.Tamanho.1.Ocorrencia,Estrutura.Tamanho.2.Ocorrencia,Estrutura.Tamanho.3.Ocorrencia,Estrutura.Forma.1.Ocorrencia,Estrutura.Forma.2.Ocorrencia,Estrutura.Forma.3.Ocorrencia,Consistencia.Seca,Consistencia.umida,Consistencia.Molhada.Plasticidade,Consistencia.Molhada.Pegajosidade,Cerosidade.Grau.de.desenvolvimento,Cerosidade.Quantidade,Superficie.de.compressao.desenvolvimento,Superficie.de.compressao.Quantidade,Superficie.de.friccao.Grau.de.desenvolvimento,Superficie.de.friccao.Quantidade,Transicao.horizonte.subjacente.Topografia,Transicao.horizonte.subjacente.Nitidez,Variegado.Nomenclatura,Variegado.Matiz,Variegado.Valor,Variegado.Croma,Mosqueado.Nome,Mosqueado.Quantidade,Mosqueado.Contraste,Mosqueado.Tamanho,Mosqueado.Matiz,Mosqueado.Valor,Mosqueado.Croma,Fracoes.amostra.total.Calhaus,Fracoes.amostra.total.Cascalho,Fracoes.amostra.total.Terra.Fina,Composicao.terrafina.Areia.Grossa,Composicao.terrafina.Areia.Fina,Composicao.terrafina.Areia.Total,Composicao.terrafina.Silte,Composicao.terrafina.Argila,Composicao.terrafina.Relacao.Silte.Argila,Composicao.terrafina.Argila.Dispersa.em.agua,Densidade.Particulas,Densidade.solo,Grau.de.Floculacao,pH.H2O,pH.KCl,Complexo.Sortivo.Calcio,Complexo.Sortivo.Magnesio,Complexo.Sortivo.Ca.Mg,Complexo.Sortivo.Potassio,Complexo.Sortivo.Sodio,Complexo.Sortivo.ValorS,Complexo.Sortivo.Hidrogenio,Complexo.Sortivo.AluminioTrocavel,Complexo.Sortivo.ValorT,Complexo.Sortivo.ValorVDelta.Sat.Bases,Complexo.Sortivo.Sat.Aluminio,Ataque.sulfurico.SiO2,Ataque.sulfurico.Al2O3,Ataque.sulfurico.Fe2O3,Ataque.sulfurico.TiO2,Ataque.sulfurico.MnO,Ataque.sulfurico.SiO2.Al2O3,Ataque.sulfurico.SiO2.R2O3,Ataque.sulfurico.Al2O3.Fe2O3,Carbono.organico,Nitrogenio.total,Saturacao.Sodio,Condutividade.Eletrica,Classificacao.Nivel.1,Classificacao.Nivel.2,Classificacao.Nivel.3,Ocorrencia-1-Nivel4
6410,Eutrófico,?,Tb,A Moderado,?,Média,Argilosa,Bem drenado,?,?,?,?,?,?,18273,B21t,28,56,Argila,Vermelho-escuro,2.5YR,3,6,Vermelho-amarelado,5YR,5,8,Moderada,?,?,Pequena a media,?,?,Blocos subangulares,?,?,?,Friável,Plástica,Pegajosa,Moderada,Comum,?,?,?,?,Ondulada,Clara,?,?,?,?,?,?,?,?,?,?,?,0,10,990,280,160,440,140,420,0.33,310,2.6,1.37,26,6,5.4,3.7,0.2,?,0.1,0.03,4,2.1,0,6.1,66,0,137,146,71,7.7,?,1.6,1.22,3.23,6.8,1.1,<1,?,ARGISSOLO,ARGISSOLO VERMELHO-AMARELO,ARGISSOLO VERMELHO-AMARELO Eutrófico,?
6410,Eutrófico,?,Tb,A Moderado,?,Média,Argilosa,Bem drenado,?,?,?,?,?,?,18272,B1t,16,28,Franco-argilo-arenosa,Bruno-avermelhado-escuro,2.5YR,3,4,?,?,?,?,Fraca,?,?,Pequena,?,?,Blocos subangulares,?,?,?,Muito friável,Plástica,Pegajosa,?,?,?,?,?,?,Plana,Clara,?,?,?,?,?,?,?,?,?,?,?,0,10,990,300,200,500,150,350,0.43,240,2.6,1.51,31,5.8,4.8,3.2,0.1,?,0.11,0.02,3.4,2.5,0,5.9,58,0,125,126,53,7.6,?,1.69,1.33,3.73,8.6,1.7,<1,?,ARGISSOLO,ARGISSOLO VERMELHO-AMARELO,ARGISSOLO VERMELHO-AMARELO Eutrófico,?
6410,Eutrófico,?,Tb,A Moderado,?,Média,Argilosa,Bem drenado,?,?,?,?,?,?,18271,Ap,0,16,Franco-argilo-arenosa,Bruno-avermelhado-escuro,6YR,3,2,?,?,?,?,Moderada,?,?,Media,?,?,Granular,?,?,?,Muito friável,Plástica,Pegajosa,?,?,?,?,?,?,Plana,Abrupta,?,?,?,?,?,?,?,?,?,?,?,0,10,990,300,200,500,210,290,0.72,16,2.47,1.29,94,5.7,4.8,3.8,0.3,?,0.26,0.03,4.4,4.9,0,9.3,47,0,109,104,44,7.2,?,1.78,1.4,3.71,15.7,1.8,<1,?,ARGISSOLO,ARGISSOLO VERMELHO-AMARELO,ARGISSOLO VERMELHO-AMARELO Eutrófico,?
10179,Distrófico,?,?,A Moderado,?,Muito argilosa,?,Bem drenado,?,?,?,?,?,?,32939,B22,90,170,Muito argilosa (argila pesada),Cinzento,10YR,7,6,?,?,?,?,Fraca,?,?,Pequena a media,?,?,Granular,?,?,?,Friável,Muito plástica,Muito pegajosa,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,111,111,222,50,728,0.07,10,2.55,1.44,99,4.6,3.9,0.03,0.11,0.14,0.02,0.04,0.2,2.62,0.88,3.7,5,81,?,?,?,?,?,?,?,?,3.4,?,1,?,LATOSSOLO,LATOSSOLO AMARELO,LATOSSOLO AMARELO Distrófico,?
10179,Distrófico,?,?,A Moderado,?,Muito argilosa,?,Bem drenado,?,?,?,?,?,?,32936,B21,55,90,Muito argilosa (argila pesada),Cinzento,10YR,7,6,?,?,?,?,Fraca,?,?,Pequena a media,?,?,Granular,?,?,?,Friável,Muito plástica,Muito pegajosa,?,?,?,?,?,?,?,Difusa,?,?,?,?,?,?,?,?,?,?,?,?,?,?,116,115,231,60,709,0.08,12,2.54,1.07,98,4.3,3.8,0.05,0.14,0.19,0.02,0.04,0.25,3.12,0.98,4.35,6,80,?,?,?,?,?,?,?,?,5.2,?,< 1,?,LATOSSOLO,LATOSSOLO AMARELO,LATOSSOLO AMARELO Distrófico,?
10179,Distrófico,?,?,A Moderado,?,Muito argilosa,?,Bem drenado,?,?,?,?,?,?,32935,B1,25,55,Muito argilosa (argila pesada),Cinzento-rosado,10YR,6,6,?,?,?,?,Fraca,?,?,Pequena,?,?,Granular,?,?,?,Friável,Muito plástica,Muito pegajosa,?,?,?,?,?,?,?,Difusa,?,?,?,?,?,?,?,?,?,?,?,?,?,?,128,128,256,72,672,0.11,12,2.55,1.1,98,3.9,3.7,0.04,0.19,0.23,0.03,0.12,0.33,3.66,1.12,5.11,6,77,?,?,?,?,?,?,?,?,8,?,2,?,LATOSSOLO,LATOSSOLO AMARELO,LATOSSOLO AMARELO Distrófico,?
10179,Distrófico,?,?,A Moderado,?,Muito argilosa,?,Bem drenado,?,?,?,?,?,?,32934,A3,10,25,Muito argilosa (argila pesada),Cinzento-oliváceo-escuro,10YR,5,4,?,?,?,?,Fraca,?,?,Pequena,?,?,Granular,?,?,?,Friável,Muito plástica,Muito pegajosa,?,?,?,?,?,?,?,Difusa,?,?,?,?,?,?,?,?,?,?,?,?,?,?,151,151,302,93,605,0.15,263,2.59,1.17,57,3.6,3.8,0.19,0.66,0.85,0.06,0.06,0.97,5.72,1.18,7.87,12,55,?,?,?,?,?,?,?,?,1.1,?,< 1,?,LATOSSOLO,LATOSSOLO AMARELO,LATOSSOLO AMARELO Distrófico,?
10179,Distrófico,?,?,A Moderado,?,Muito argilosa,?,Bem drenado,?,?,?,?,?,?,32929,A1,0,10,Argila,Cinzento-esverdeado-claro,10YR,5,3,?,?,?,?,Fraca,?,?,Muito pequena,?,?,Granular,?,?,?,Friável,Plástica,Pegajosa,?,?,?,?,?,?,?,Gradual,?,?,?,?,?,?,?,?,?,?,?,?,?,?,227,226,453,135,412,0.33,224,2.46,1.06,46,3.3,3.2,0.16,0.56,0.72,0.14,0.09,0.95,10.56,1.94,13.45,7,67,?,?,?,?,?,?,?,?,15,?,< 1,?,LATOSSOLO,LATOSSOLO AMARELO,LATOSSOLO AMARELO Distrófico,?
8983,?,?,?,?,?,?,?,?,?,?,?,?,?,?,28099,B22,70,120,Muito argilosa (argila pesada),Rosado,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,40,90,130,50,820,0.06,0,?,?,100,5.1,4.8,?,?,?,?,?,0.5,?,?,2.7,19,?,?,?,?,?,?,?,?,?,4.7,0.6,?,?,LATOSSOLO,LATOSSOLO AMARELO,LATOSSOLO AMARELO Distrófico,?
8983,?,?,?,?,?,?,?,?,?,?,?,?,?,?,28097,B21,40,70,Muito argilosa (argila pesada),Rosado,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,40,90,130,60,810,0.07,0,?,?,100,5,4.1,?,?,?,?,?,0.5,?,?,3.8,13,?,287,268,108,?,?,1.82,1.45,3.9,5.7,0.7,?,?,LATOSSOLO,LATOSSOLO AMARELO,LATOSSOLO AMARELO Distrófico,?
8983,?,?,?,?,?,?,?,?,?,?,?,?,?,?,28096,B1,25,45,Muito argilosa (argila pesada),Rosado,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,50,80,130,70,800,0.09,10,?,?,99,4.6,3.9,?,?,?,?,?,0.5,?,?,6.1,8,?,?,?,?,?,?,?,?,?,10,1.2,?,?,LATOSSOLO,LATOSSOLO AMARELO,LATOSSOLO AMARELO Distrófico,?
8983,?,?,?,?,?,?,?,?,?,?,?,?,?,?,28095,A3,10,25,Muito argilosa (argila pesada),Cinzento-oliváceo-escuro,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,10,170,180,100,720,0.14,250,?,?,65,4.4,3.7,?,?,?,?,?,0.5,?,?,8.6,6,?,265,247,105,?,?,1.82,1.43,3.69,15.3,1.4,?,?,LATOSSOLO,LATOSSOLO AMARELO,LATOSSOLO AMARELO Distrófico,?
8983,?,?,?,?,?,?,?,?,?,?,?,?,?,?,28094,A1,0,10,Muito argilosa (argila pesada),Cinzento-esverdeado-claro,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,80,160,240,120,640,0.19,210,?,?,67,4.1,3.4,?,?,?,?,?,0.5,?,?,12.6,4,?,243,221,94,?,?,1.87,1.47,3.69,26.3,2.4,?,?,LATOSSOLO,LATOSSOLO AMARELO,LATOSSOLO AMARELO Distrófico,?
8300,Eutrófico,?,Tb,A Moderado,?,Argilosa,Muito argilosa,Bem drenado,?,?,?,?,?,?,25605,C2,162,198,Argilo-siltosa,Cinzento-oliváceo-escuro,10YR,5,8,?,?,?,?,Moderada,?,?,Pequena,Grande,?,Blocos angulares,Blocos subangulares,?,?,Firme,Plástica,Pegajosa,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0,0,1000,20,10,30,490,480,1.02,130,?,?,73,7.4,6.2,3.9,11.9,15.8,0.08,0.26,16.1,0,0,16.1,100,0,207,123,76,2.6,?,2.86,2.05,2.54,1.8,0.4,2,?,ARGISSOLO,ARGISSOLO VERMELHO-AMARELO,ARGISSOLO VERMELHO-AMARELO Eutrófico,?
8300,Eutrófico,?,Tb,A Moderado,?,Argilosa,Muito argilosa,Bem drenado,?,?,?,?,?,?,25600,C1,125,162,Franco-argilo-arenosa,Cinzento-oliváceo-escuro,10YR,5,8,?,?,?,?,Moderada,?,?,Pequena,Grande,?,Blocos angulares,Blocos subangulares,?,?,Firme,Plástica,Pegajosa,?,?,?,?,?,?,Plana,Gradual,?,?,?,?,?,?,?,?,?,?,?,0,10,990,10,10,20,500,480,1.04,80,?,?,83,6.6,5.4,1.9,6,7.9,0.02,0.2,8.1,0.8,0,8.9,91,0,223,120,79,2.4,?,3.16,2.23,2.38,2.1,0.4,2,?,ARGISSOLO,ARGISSOLO VERMELHO-AMARELO,ARGISSOLO VERMELHO-AMARELO Eutrófico,?
8300,Eutrófico,?,Tb,A Moderado,?,Argilosa,Muito argilosa,Bem drenado,?,?,?,?,?,?,25599,B3t,91,125,Muito argilosa (argila pesada),Preto-avermelhado,7.5YR,5,6,?,?,?,?,Forte,?,?,Pequena,Grande,?,Blocos angulares,Blocos subangulares,?,?,Firme,Plástica,Muito pegajosa,Fraca,Pouca,?,?,?,?,Plana,Difusa,?,?,?,?,?,?,?,?,?,?,?,0,0,1000,10,10,20,320,660,0.48,10,?,?,98,5.8,5.3,2.8,7.2,10,0.08,0.22,10.3,1.6,0,11.9,87,0,259,193,95,3.2,?,2.28,1.74,3.19,2.7,0.8,2,?,ARGISSOLO,ARGISSOLO VERMELHO-AMARELO,ARGISSOLO VERMELHO-AMARELO Eutrófico,?
8300,Eutrófico,?,Tb,A Moderado,?,Argilosa,Muito argilosa,Bem drenado,?,?,?,?,?,?,25598,B2t,36,91,Muito argilosa (argila pesada),Vermelho-claro,5YR,4,8,?,?,?,?,Forte,?,?,Pequena,Grande,?,Blocos angulares,Blocos subangulares,?,?,Firme,Plástica,Muito pegajosa,Forte,Abundante,?,?,?,?,Plana,Gradual,?,?,?,?,?,?,?,?,?,?,?,0,0,1000,10,10,20,280,700,0.4,20,?,?,97,5.3,4.6,2.2,2.2,4.4,0.03,0.08,4.5,2.3,0,6.8,66,0,279,201,100,3.5,?,2.36,1.79,3.16,3.9,1,1,?,ARGISSOLO,ARGISSOLO VERMELHO-AMARELO,ARGISSOLO VERMELHO-AMARELO Eutrófico,?
8300,Eutrófico,?,Tb,A Moderado,?,Argilosa,Muito argilosa,Bem drenado,?,?,?,?,?,?,25566,B1t,19,36,Argilo-siltosa,Preto-avermelhado,7.5YR,5,6,?,?,?,?,Forte,?,?,Pequena,Grande,?,Blocos angulares,Blocos subangulares,?,?,Firme,Plástica,Muito pegajosa,Moderada,Comum,?,?,?,?,Plana,Gradual,?,?,?,?,?,?,?,?,?,?,?,0,0,1000,10,20,30,430,540,0.8,370,?,?,31,5.9,5,5.2,2.7,7.9,0.07,0.1,8.1,1.5,0,9.6,84,0,207,141,73,3,?,2.5,1.88,3.03,4,0.7,1,?,ARGISSOLO,ARGISSOLO VERMELHO-AMARELO,ARGISSOLO VERMELHO-AMARELO Eutrófico,?
8300,Eutrófico,?,Tb,A Moderado,?,Argilosa,Muito argilosa,Bem drenado,?,?,?,?,?,?,25565,A3,11,19,Franco-argilo-siltosa,Cinzento-oliváceo-escuro,10YR,5,6,?,?,?,?,Moderada,?,?,Pequena,Grande,?,Blocos angulares,Blocos subangulares,?,?,Friável,Plástica,Pegajosa,?,?,?,?,?,?,Plana,Clara,?,?,?,?,?,?,?,?,?,?,?,0,10,990,10,20,30,530,440,1.2,270,?,?,39,6.4,6,16.9,4,20.9,0.17,0.11,21.2,2,0,23.2,91,0,135,85,53,2.6,?,2.7,1.93,2.52,6.6,1.2,< 1,?,ARGISSOLO,ARGISSOLO VERMELHO-AMARELO,ARGISSOLO VERMELHO-AMARELO Eutrófico,?
8300,Eutrófico,?,Tb,A Moderado,?,Argilosa,Muito argilosa,Bem drenado,?,?,?,?,?,?,25564,A1,0,11,Franco-argilo-siltosa,Cinzento-esverdeado-claro,10YR,4,3,?,?,?,?,Fraca,?,?,Muito pequena,Media,?,Blocos angulares,Blocos subangulares,?,?,Friável,Plástica,Pegajosa,?,?,?,?,?,?,Plana,Clara,?,?,?,?,?,?,?,?,?,?,?,0,20,980,20,30,50,580,370,1.57,160,?,?,57,6.4,6,16.9,4,20.9,0.17,0.11,21.2,2,0,23.2,91,0,135,85,53,2.6,?,2.7,1.93,2.52,33,3.8,< 1,?,ARGISSOLO,ARGISSOLO VERMELHO-AMARELO,ARGISSOLO VERMELHO-AMARELO Eutrófico,?
10278,?,?,?,?,?,Argilosa,?,Moderadamente drenado,?,?,?,?,?,?,33351,Bpl,55,110,Franco-argilo-siltosa,?,?,?,?,?,?,?,?,Fraca,?,?,Pequena a media,?,?,Blocos subangulares,?,?,?,Firme,Plástica,Pegajosa,?,?,?,?,?,?,?,?,Cinzento-esverdeado-escuro,10YR,6,3,?,?,?,?,?,?,?,0,230,770,140,0,140,460,400,1.15,0,?,?,100,5,4.1,0.02,0.01,0.03,0.04,0.01,0.1,1.97,1,3.07,3,91,141.8,165.8,31.8,?,?,1.45,1.3,8.19,4.4,0.4,< 1,?,PLINTOSSOLO,PLINTOSSOLO ARGILÚVICO,PLINTOSSOLO ARGILÚVICO Distrófico,?
10278,?,?,?,?,?,Argilosa,?,Moderadamente drenado,?,?,?,?,?,?,33350,A3,25,55,Franco-argilo-siltosa,Cinzento-azulado,10YR,5,2,?,?,?,?,Fraca,?,?,Pequena,?,?,Blocos subangulares,?,?,?,Friável,Plástica,Pegajosa,?,?,?,?,?,?,Plana,Gradual,?,?,?,?,?,?,?,?,?,?,?,0,0,1000,120,10,130,570,300,1.9,90,?,?,70,5.2,4,0.02,0.01,0.03,0.04,0.02,0.1,3.71,1.4,5.21,2,93,132.1,102,31.8,?,?,2.2,1.84,5.04,8.2,0.6,< 1,?,PLINTOSSOLO,PLINTOSSOLO ARGILÚVICO,PLINTOSSOLO ARGILÚVICO Distrófico,?
10278,?,?,?,?,?,Argilosa,?,Moderadamente drenado,?,?,?,?,?,?,33349,A2,10,25,Franco-siltosa,Cinzento-avermelhado-escuro,10YR,4,2,?,?,?,?,Fraca,?,?,Pequena,?,?,Blocos subangulares,?,?,?,Friável,Plástica,Ligeiramente pegajosa,?,?,?,?,?,?,Plana,Gradual,?,?,?,?,?,?,?,?,?,?,?,0,350,650,140,10,150,590,260,2.27,40,?,?,85,5.1,4.1,0.04,0.02,0.06,0.05,0.03,0.1,4.5,1.6,6.2,2,94,105.5,94.4,23.8,?,?,1.9,1.64,6.23,12.6,1,< 1,?,PLINTOSSOLO,PLINTOSSOLO ARGILÚVICO,PLINTOSSOLO ARGILÚVICO Distrófico,?
10278,?,?,?,?,?,Argilosa,?,Moderadamente drenado,?,?,?,?,?,?,33348,A1,0,10,Franco-siltosa,Cinzento muito escuro,10YR,3,2,?,?,?,?,Fraca,?,?,Pequena,?,?,Maciça,Blocos subangulares,?,?,Friável,Ligeiramente plástica,Ligeiramente pegajosa,?,?,?,?,?,?,Plana,Gradual,?,?,?,?,?,?,?,?,?,?,?,0,500,500,120,0,120,620,260,2.38,30,?,?,88,5,4.3,0.21,0.12,0.33,0.11,0.03,0.5,9.35,2.2,12.05,4,81,98.3,89.3,35.7,?,?,1.87,1.49,3.93,28.1,2.2,< 1,?,PLINTOSSOLO,PLINTOSSOLO ARGILÚVICO,PLINTOSSOLO ARGILÚVICO Distrófico,?
9452,?,?,?,A Moderado,?,Média,?,Bem drenado,?,?,?,?,?,?,32026,C,12,32,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,20,250,730,250,350,600,210,190,1.11,130,?,?,32,6.9,5.4,13.7,8.8,22.5,0.13,0.11,22.7,1.6,0,24.3,93,0,188,81,93,12.5,?,3.95,2.28,1.37,7.5,0.9,< 1,?,NEOSSOLO,NEOSSOLO LITÓLICO,NEOSSOLO LITÓLICO Eutrófico,?
9452,?,?,?,A Moderado,?,Média,?,Bem drenado,?,?,?,?,?,?,32025,A1,0,12,Franco-argilo-arenosa,Verde-acinzentado,2.5YR,3,4,?,?,?,?,Fraca,?,?,Pequena a media,?,?,Blocos subangulares,?,?,Ligeiramente dura,Friável,Plástica,Pegajosa,?,?,?,?,?,?,Plana,Abrupta,?,?,?,?,?,?,?,?,?,?,?,0,30,970,240,320,560,190,250,0.76,140,?,?,44,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,NEOSSOLO,NEOSSOLO LITÓLICO,NEOSSOLO LITÓLICO Eutrófico,?
12551,Distrófico,?,Tb,A Moderado,?,Média,Muito argilosa,Bem drenado,?,?,?,?,?,?,41634,BC,88,150,Argila,Vermelho-acinzentado,5YR,4,4,?,?,?,?,Fraca,?,?,Pequena,Media,?,Blocos subangulares,?,?,Ligeiramente dura,Firme,Ligeiramente plástica,Ligeiramente pegajosa,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0,0,1000,100,80,180,260,560,0.46,460,2.22,0.96,18,4.5,3.7,1.7,2.3,4,0.09,0.03,4.1,6.7,2.9,13.7,30,41,242,194,114,13.3,?,2.12,1.54,2.67,7.9,1.5,< 1,?,ARGISSOLO,ARGISSOLO VERMELHO,ARGISSOLO VERMELHO Distrófico,?
12551,Distrófico,?,Tb,A Moderado,?,Média,Muito argilosa,Bem drenado,?,?,?,?,?,?,41632,Bt,42,88,Argila,Vermelho-acinzentado,5YR,4,4,?,?,?,?,Forte,?,?,Pequena,Media,?,Blocos subangulares,?,?,Ligeiramente dura,Firme,Ligeiramente plástica,Ligeiramente pegajosa,Moderada,Comum,?,?,?,?,Ondulada,Clara,?,?,?,?,?,?,?,?,?,?,?,0,0,1000,20,190,210,180,610,0.3,420,2.56,1,31,4.7,3.8,3.9,1.8,5.7,0.14,0.03,5.9,6.9,1.4,14.2,42,19,252,200,108,12.6,?,2.14,1.59,2.91,8,1.5,< 1,?,ARGISSOLO,ARGISSOLO VERMELHO,ARGISSOLO VERMELHO Distrófico,?
12551,Distrófico,?,Tb,A Moderado,?,Média,Muito argilosa,Bem drenado,?,?,?,?,?,?,41630,BA,15,42,Argila,Vermelho-acinzentado,5YR,4,4,?,?,?,?,Moderada,?,?,Pequena,Media,?,Blocos subangulares,?,?,Macia,Friável,Plástica,Pegajosa,Fraca,Pouca,?,?,?,?,Plana,Clara,?,?,?,?,?,?,?,?,?,?,?,0,0,1000,40,260,300,350,350,1,290,2.47,1.03,17,5.1,4.2,3.8,1.7,5.5,0.08,0.03,5.6,5.6,0.1,11.3,50,2,134,94,102,14.4,?,2.42,1.43,1.45,10.3,1.8,< 1,?,ARGISSOLO,ARGISSOLO VERMELHO,ARGISSOLO VERMELHO Distrófico,?
12551,Distrófico,?,Tb,A Moderado,?,Média,Muito argilosa,Bem drenado,?,?,?,?,?,?,41629,A,0,15,Franco-argilosa,Verde-acinzentado,5YR,3,4,?,?,?,?,Moderada,?,?,Pequena,Media,?,Blocos subangulares,?,?,Macia,Friável,Plástica,Pegajosa,?,?,?,?,?,?,Plana,Clara,?,?,?,?,?,?,?,?,?,?,?,0,0,1000,40,280,320,330,350,0.94,270,2.41,1.03,23,5,4.5,6.1,2.8,8.9,0.2,0.04,9.1,7.4,0.1,16.6,55,1,133,92,102,13.2,?,2.46,1.44,1.42,23.4,3.9,< 1,?,ARGISSOLO,ARGISSOLO VERMELHO,ARGISSOLO VERMELHO Distrófico,?
6298,?,?,Tb,A Fraco,?,Arenosa,Média,Bem drenado,?,?,?,?,?,?,17854,Bt2,80,140,Franco-argilo-arenosa,Vermelho-amarelado,5YR,5,8,?,?,?,?,Fraca,?,?,Pequena,?,?,Blocos subangulares,?,?,Muito dura,Firme,Plástica,Pegajosa,?,?,?,?,?,?,?,?,?,?,?,?,vermelho-acinzentado,Comum,Distinto,Médio,5YR,4,3,0,0,1000,400,60,460,210,330,0.64,20,?,?,94,5.1,3.9,0.3,2.1,?,0.24,0.17,2.8,2.5,1.3,6.6,42,32,137,100,46,6.5,?,2.33,1.8,3.4,2.6,0.5,3,?,ARGISSOLO,ARGISSOLO VERMELHO-AMARELO,ARGISSOLO VERMELHO-AMARELO Distrófico,?
6298,?,?,Tb,A Fraco,?,Arenosa,Média,Bem drenado,?,?,?,?,?,?,17851,Bt1,35,80,Franco-argilo-arenosa,Bruno-escuro,7.5YR,4,4,Amarelo-avermelhado,7.5YR,7,6,Fraca,?,?,Pequena,?,?,Blocos subangulares,?,?,Extremamente dura,Friável,Ligeiramente plástica,Pegajosa,?,?,?,?,?,?,Plana,Gradual,?,?,?,?,?,?,?,?,?,?,?,0,0,1000,430,70,500,200,300,0.67,230,?,?,23,5.3,4,0.5,1.6,?,0.25,0.13,2.5,3.4,1.3,7.2,35,34,119,88,36,6.3,?,2.3,1.82,3.84,4.1,0.6,2,?,ARGISSOLO,ARGISSOLO VERMELHO-AMARELO,ARGISSOLO VERMELHO-AMARELO Distrófico,?
6298,?,?,Tb,A Fraco,?,Arenosa,Média,Bem drenado,?,?,?,?,?,?,17847,A,0,35,Franco-arenosa,Bruno-amarelado-escuro,10YR,4,4,Bruno-amarelado-claro,10YR,6,4,?,?,?,?,?,?,Maciça,?,?,Dura,Friável,Não-plástica,Não pegajosa,?,?,?,?,?,?,Plana,Clara,?,?,?,?,?,?,?,?,?,?,?,0,0,1000,580,100,680,210,110,1.91,90,?,?,18,5.9,4.6,0.6,0.7,?,0.15,0.05,1.5,2.2,0.3,4,38,17,51,33,16,4.4,?,2.62,2,3.24,3.4,0.5,1,?,ARGISSOLO,ARGISSOLO VERMELHO-AMARELO,ARGISSOLO VERMELHO-AMARELO Distrófico,?
12106,Eutrófico,?,?,A Moderado,?,Argilosa,?,Acentuadamente drenado,?,?,?,?,?,?,39935,B3,152,200,Argila,?,10R,4,8,?,?,?,?,?,?,?,?,?,?,Maciça porosa,?,?,?,?,Plástica,Pegajosa,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0,0,1000,86,264,350,188,462,0.41,20,?,?,96,6.4,6.1,?,?,1.1,0.03,0.05,1.2,0.5,0,1.7,71,0,204.7,212.7,85.4,?,?,1.64,1.3,3.91,1.7,0.4,3,?,LATOSSOLO,LATOSSOLO VERMELHO,LATOSSOLO VERMELHO Eutrófico,?
12106,Eutrófico,?,?,A Moderado,?,Argilosa,?,Acentuadamente drenado,?,?,?,?,?,?,39934,B23,130,152,Argila,?,10R,4,6,?,?,?,?,?,?,?,?,?,?,Maciça porosa,?,?,?,?,Plástica,Pegajosa,?,?,?,?,?,?,Plana,Difusa,?,?,?,?,?,?,?,?,?,?,?,0,0,1000,83,273,356,187,457,0.41,41,?,?,91,6.3,6,?,?,1.1,0.03,0.06,1.2,0.7,0,1.9,63,0,221.7,217.2,85.7,?,?,1.74,1.39,3.98,1.8,0.4,3,?,LATOSSOLO,LATOSSOLO VERMELHO,LATOSSOLO VERMELHO Eutrófico,?
