Codigo.PA,Saturaca.bases.ou.aluminio,Carater.Aluminico.Alitico,Atividade.argila,Horiz.diag.superficial,Horiz.diag.subsuperficial,Grup.classe.textural.superficial,Grup.classe.textural.subsuperficial,Classe.drenagem,Presenca.Concrecoes,Presenca.Contato.Litico,Presenca.Contato.litico.fragmentario,Presenca.Nodulos,Presenca.Petroplintita,Ocorrencia.Plintita,Codigo.Horizonte,Simbolo.Horizonte,Profundidade.Superior,Profundidade.Inferior,Classe.de.Textura,Cor.umida.nome,Cor.umida.Matiz,Cor.umida.Valor,Cor.umida.Croma,Cor.Seca.Nome,Cor.Seca.Matiz,Cor.Seca.Valor,Cor.Seca.Croma,Estrutura.Grau.de.Desenvolvimento.1.Ocorrencia,Estrutura.Grau.de.Desenvolvimento.2.Ocorrencia,Estrutura.Grau.de.Desenvolvimento.3.Ocorrencia,Estrutura.Tamanho.1.Ocorrencia,Estrutura.Tamanho.2.Ocorrencia,Estrutura.Tamanho.3.Ocorrencia,Estrutura.Forma.1.Ocorrencia,Estrutura.Forma.2.Ocorrencia,Estrutura.Forma.3.Ocorrencia,Consistencia.Seca,Consistencia.umida,Consistencia.Molhada.Plasticidade,Consistencia.Molhada.Pegajosidade,Cerosidade.Grau.de.desenvolvimento,Cerosidade.Quantidade,Superficie.de.compressao.desenvolvimento,Superficie.de.compressao.Quantidade,Superficie.de.friccao.Grau.de.desenvolvimento,Superficie.de.friccao.Quantidade,Transicao.horizonte.subjacente.Topografia,Transicao.horizonte.subjacente.Nitidez,Variegado.Nomenclatura,Variegado.Matiz,Variegado.Valor,Variegado.Croma,Mosqueado.Nome,Mosqueado.Quantidade,Mosqueado.Contraste,Mosqueado.Tamanho,Mosqueado.Matiz,Mosqueado.Valor,Mosqueado.Croma,Fracoes.amostra.total.Calhaus,Fracoes.amostra.total.Cascalho,Fracoes.amostra.total.Terra.Fina,Composicao.terrafina.Areia.Grossa,Composicao.terrafina.Areia.Fina,Composicao.terrafina.Areia.Total,Composicao.terrafina.Silte,Composicao.terrafina.Argila,Composicao.terrafina.Relacao.Silte.Argila,Composicao.terrafina.Argila.Dispersa.em.agua,Densidade.Particulas,Densidade.solo,Grau.de.Floculacao,pH.H2O,pH.KCl,Complexo.Sortivo.Calcio,Complexo.Sortivo.Magnesio,Complexo.Sortivo.Ca.Mg,Complexo.Sortivo.Potassio,Complexo.Sortivo.Sodio,Complexo.Sortivo.ValorS,Complexo.Sortivo.Hidrogenio,Complexo.Sortivo.AluminioTrocavel,Complexo.Sortivo.ValorT,Complexo.Sortivo.ValorVDelta.Sat.Bases,Complexo.Sortivo.Sat.Aluminio,Ataque.sulfurico.SiO2,Ataque.sulfurico.Al2O3,Ataque.sulfurico.Fe2O3,Ataque.sulfurico.TiO2,Ataque.sulfurico.MnO,Ataque.sulfurico.SiO2.Al2O3,Ataque.sulfurico.SiO2.R2O3,Ataque.sulfurico.Al2O3.Fe2O3,Carbono.organico,Nitrogenio.total,Saturacao.Sodio,Condutividade.Eletrica,Classificacao.Nivel.1,Classificacao.Nivel.2,Classificacao.Nivel.3,Ocorrencia-1-Nivel4
7440,?,?,?,A Moderado,?,Argilosa,?,Bem drenado,?,?,?,?,?,?,22096,C1,90,120,Argilo-siltosa,?,?,?,?,?,?,?,?,Fraca,?,?,Media a grande,?,?,Blocos subangulares,?,?,Dura a muito dura,?,Plástica,Pegajosa,?,?,?,?,?,?,Plana,Gradual,Vermelho-amarelado:Cinzento-brunado-claro,5YR :2.5Y,05:06,08:02,?,?,?,?,?,?,?,0,20,980,60,50,110,400,490,0.82,0,?,?,100,5.5,3.8,?,?,0.6,0.05,0.02,0.7,2.5,3.2,6.4,11,82,22.1,17.2,11.1,0.33,?,2.18,1.55,2.43,2.2,0.4,< 1,?,CAMBISSOLO,?,?,?
7440,?,?,?,A Moderado,?,Argilosa,?,Bem drenado,?,?,?,?,?,?,22095,B2,65,90,Argilo-siltosa com cascalho,Vermelho-amarelado,5YR,5,8,?,?,?,?,Fraca,?,?,Pequena a media,?,?,Blocos subangulares,Grãos simples,?,Ligeiramente dura,Friável,Plástica,Pegajosa,?,?,?,?,?,?,Plana,Clara,?,?,?,?,?,?,?,?,?,?,?,0,120,880,60,60,120,430,450,0.96,0,?,?,100,5.4,3.9,?,?,0.2,0.06,0.02,0.3,2.3,2.7,5.3,6,90,19.9,16.1,9.4,0.34,?,2.1,1.53,2.69,2.5,0.4,< 1,?,CAMBISSOLO,?,?,?
7440,?,?,?,A Moderado,?,Argilosa,?,Bem drenado,?,?,?,?,?,?,22094,B1,35,65,Argilo-siltosa,Vermelho-amarelado,5YR,5,6,?,?,?,?,Moderada,?,?,Muito pequena,Pequena,Media,Blocos subangulares,Granular,?,Dura,Friável,Plástica,Pegajosa,?,?,?,?,?,?,Plana,Gradual,?,?,?,?,?,?,?,?,?,?,?,0,40,960,80,60,140,450,410,1.1,0,?,?,100,5.3,3.9,?,?,0.2,0.06,0.02,0.3,2.3,2.2,4.8,6,88,19.1,15.1,8.4,0.32,?,2.15,1.59,2.82,4.5,0.5,< 1,?,CAMBISSOLO,?,?,?
7440,?,?,?,A Moderado,?,Argilosa,?,Bem drenado,?,?,?,?,?,?,22093,A3,15,35,Franco-argilo-siltosa,Bruno,7.5YR,4,4,Amarelo-avermelhado,7.5YR,7,6,Fraca,?,?,Muito pequena,Pequena,Media,Blocos subangulares,?,?,Dura,Friável,Plástica,Pegajosa,?,?,?,?,?,?,Plana,Clara,?,?,?,?,?,?,?,?,?,?,?,0,30,970,100,60,160,450,390,1.15,0,?,?,100,5,3.8,?,?,0.2,0.07,0.02,0.3,2.6,2.7,5.6,5,90,15.4,13.4,7.7,0.3,?,1.95,1.43,2.73,7.6,0.7,< 1,?,CAMBISSOLO,?,?,?
7440,?,?,?,A Moderado,?,Argilosa,?,Bem drenado,?,?,?,?,?,?,22092,A1,0,15,Franco-argilo-siltosa,Bruno-avermelhado,5YR,5,4,Amarelo-avermelhado,7.5YR,6,6,Moderada,?,?,Pequena a media,?,?,Granular,Blocos subangulares,?,Dura,Friável,Plástica,Pegajosa,?,?,?,?,?,?,Plana,Gradual,?,?,?,?,?,?,?,?,?,?,?,0,40,960,120,70,190,440,370,1.19,0,?,?,100,4.9,3.7,?,?,0.6,0.15,0.02,0.8,3.2,2.7,6.7,12,77,14.5,12.3,6.7,0.27,?,2,1.49,2.88,10.3,0.9,< 1,?,CAMBISSOLO,?,?,?
9048,?,?,Tb,A Moderado,?,Média,Argilosa,Imperfeitamente drenado,?,?,?,?,?,?,28450,IIB22t,45,55,Argila,Cinzento-oliváceo-escuro,10YR,5,6,?,?,?,?,Moderada,?,?,Media,?,?,Prismática,?,?,Extremamente dura,Firme,Muito plástica,Muito pegajosa,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0,40,960,170,130,300,220,480,0.46,470,?,?,2,6.2,4.8,0.2,6.5,6.7,0.17,1.25,8.1,2.5,0,10.6,76,0,195,145,58,5.1,?,2.29,1.82,3.93,4.3,0.7,12,?,PLANOSSOLO,?,?,?
9048,?,?,Tb,A Moderado,?,Média,Argilosa,Imperfeitamente drenado,?,?,?,?,?,?,28449,IIB21t,30,45,Franco-argilosa com cascalho,Cinzento-oliváceo-escuro,10YR,5,6,?,?,?,?,Moderada,?,?,Media,?,?,Prismática,?,?,Extremamente dura,Firme,Muito plástica,Muito pegajosa,?,?,?,?,?,?,Plana,Clara,?,?,?,?,cinzento-oliváceo-claro,Pouca,Difuso,Pequeno,10YR,3,4,0,70,930,200,190,390,240,370,0.65,360,?,?,3,5.7,4.1,0.3,4.5,4.8,0.18,0.47,5.5,2.9,0.3,8.7,63,5,150,109,60,5,?,2.34,1.73,2.85,5.1,0.7,5,?,PLANOSSOLO,?,?,?
9048,?,?,Tb,A Moderado,?,Média,Argilosa,Imperfeitamente drenado,?,?,?,?,?,?,28442,A2,12,30,Franco-arenosa,Cinzento-azulado,10YR,5,2,Bruno-escuro,10YR,7,2,?,?,?,?,?,?,Maciça,?,?,Ligeiramente dura,Muito friável,Não-plástica,Não pegajosa,?,?,?,?,?,?,Plana,Abrupta,?,?,?,?,verde-acinzentado,Pouca,Proeminente,Pequeno,5YR,3,4,0,20,980,370,190,560,380,60,6.33,40,?,?,33,5.9,4.2,0.4,0.7,1.1,0.11,0.21,1.4,2.4,0.2,4,35,13,25,17,18,6.1,?,2.5,1.49,1.48,4.1,0.5,5,?,PLANOSSOLO,?,?,?
9048,?,?,Tb,A Moderado,?,Média,Argilosa,Imperfeitamente drenado,?,?,?,?,?,?,28441,A1,0,12,Franco-arenosa,Cinzento-avermelhado-escuro,10YR,4,2,Cinzento-azulado,10YR,5,2,?,?,?,?,?,?,Maciça,?,?,Dura,Muito friável,Ligeiramente plástica,Não pegajosa,?,?,?,?,?,?,Plana,Clara,?,?,?,?,?,?,?,?,?,?,?,0,0,1000,370,150,520,390,90,4.33,40,?,?,56,5.8,4.6,1.5,1.2,2.7,0.46,0.3,3.5,4.4,0.1,8,44,3,37,26,17,6.1,?,2.42,1.71,2.4,14.9,1.3,4,?,PLANOSSOLO,?,?,?
12724,?,?,?,?,?,?,?,Imperfeitamente drenado,?,?,?,?,?,?,42546,C,130,150,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0,30,970,370,180,550,150,300,0.5,250,?,?,17,5.2,3.8,3.4,1.6,5,0.13,0.41,5.5,1.7,1.9,9.1,60,26,140,96,28,4,?,2.48,2.09,5.38,3.6,0.5,5,?,PLANOSSOLO,?,?,?
12724,?,?,?,?,?,?,?,Imperfeitamente drenado,?,?,?,?,?,?,42544,BC,110,130,Argilo-arenosa,Cinzento-azulado,10YR,5,2,?,?,?,?,Moderada,?,?,Media,?,?,Blocos subangulares,?,?,?,Firme,Ligeiramente plástica,Ligeiramente pegajosa,Fraca,Pouca,?,?,?,?,Plana,Gradual,?,?,?,?,?,?,?,?,?,?,?,30,30,940,330,170,500,160,340,0.47,270,?,?,21,5.1,3.7,2.6,2.4,5,0.22,0.36,5.6,2,3.3,10.9,51,37,158,109,31,4.3,?,2.46,2.09,5.52,3.6,0.5,3,?,PLANOSSOLO,?,?,?
12724,?,?,?,?,?,?,?,Imperfeitamente drenado,?,?,?,?,?,?,42542,Bt,85,110,Argilo-arenosa,Cinzento-esverdeado-claro,7.5YR,5,4,?,?,?,?,Moderada,?,?,Pequena,Media,?,Blocos subangulares,?,?,?,Firme,Ligeiramente plástica,Ligeiramente pegajosa,?,?,?,?,?,?,Plana,Clara,?,?,?,?,?,?,?,?,?,?,?,0,10,990,310,150,460,150,390,0.38,300,?,?,23,4.9,3.6,2,1.5,3.5,0.14,0.2,3.8,3.2,4.6,11.6,33,55,164,113,31,5.5,?,2.47,2.1,5.72,7.3,0.8,2,?,PLANOSSOLO,?,?,?
12724,?,?,?,?,?,?,?,Imperfeitamente drenado,?,?,?,?,?,?,42540,AB,55,85,Franco-arenosa,Cinzento-esverdeado-claro,10YR,4,3,Cinzento-azulado-claro,10YR,6,2,Fraca,?,?,Media,?,?,Blocos subangulares,?,?,Macia,Friável,Ligeiramente plástica,Ligeiramente pegajosa,?,?,?,?,?,?,Plana,Clara,?,?,?,?,vermelho-claro,Abundante,Distinto,Pequeno,5YR,5,8,0,10,990,460,220,680,170,150,1.13,100,?,?,33,4.7,3.8,1,0.3,1.3,0.11,0.06,1.5,1.7,1.7,4.9,31,53,59,39,13,3.4,?,2.57,2.12,4.71,3.7,0.4,1,?,PLANOSSOLO,?,?,?
12724,?,?,?,?,?,?,?,Imperfeitamente drenado,?,?,?,?,?,?,42537,A2,30,55,Franco-arenosa,Cinzento muito escuro,10YR,3,2,Cinzento-azulado-claro,10YR,6,2,?,Fraca,?,?,Pequena,?,?,Blocos subangulares,?,Macia,Friável,Não-plástica,Não pegajosa,?,?,?,?,?,?,Plana,Gradual,?,?,?,?,vermelho-muito-escuro-acinzentado,Pouca,Difuso,Pequeno,1YR,4,4,0,0,1000,500,240,740,150,110,1.36,80,?,?,27,4.6,3.8,1,0.2,1.2,0.08,0.04,1.3,2.4,1.2,4.9,27,48,49,26,7,3.2,?,3.2,2.73,5.83,3.7,0.4,< 1,?,PLANOSSOLO,?,?,?
12724,?,?,?,?,?,?,?,Imperfeitamente drenado,?,?,?,?,?,?,42536,A1,0,30,Franco-arenosa,Cinzento muito escuro,10YR,3,2,Cinzento-azulado-claro,10YR,6,2,?,?,?,?,?,?,?,?,?,Macia,Friável,Não-plástica,Não pegajosa,?,?,?,?,?,?,Plana,Difusa,?,?,?,?,?,?,?,?,?,?,?,0,0,1000,490,290,780,130,90,1.44,30,?,?,67,4.7,3.9,1,0.5,1.5,0.08,0.03,1.6,2.6,1,5.2,31,38,45,23,13,3.2,?,3.33,2.45,2.78,8.7,0.8,< 1,?,PLANOSSOLO,?,?,?
13443,Distrófico,?,?,A Moderado,?,?,?,Imperfeitamente drenado,?,?,?,?,?,?,45392,C,45,100,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,PLINTOSSOLO,?,?,?
13443,Distrófico,?,?,A Moderado,?,?,?,Imperfeitamente drenado,?,?,?,?,?,?,45391,Bt,15,45,Argila,Vermelho-claro,5YR,4,8,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,PLINTOSSOLO,?,?,?
13443,Distrófico,?,?,A Moderado,?,?,?,Imperfeitamente drenado,?,?,?,?,?,?,45390,A,0,15,Franco-arenosa,Cinzento-esverdeado-claro,7.5YR,4.5,3,Cinzento-esverdeado-claro,10YR,5,3,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,PLINTOSSOLO,?,?,?
13437,?,?,?,A Fraco,?,?,?,Moderadamente drenado,?,?,?,?,?,?,45382,C2x,80,120,Areia,Cinzento-azulado,2.5Y,5,2,?,?,?,?,?,?,?,?,?,?,Maciça,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,cinzento-esverdeado-claro,Pouca,Difuso,Médio,10YR,5,3,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,NEOSSOLO,?,?,?
13437,?,?,?,A Fraco,?,?,?,Moderadamente drenado,?,?,?,?,?,?,45381,C1,50,70,Areia-franca,Cinzento-azulado-claro,2.5Y,6,2,?,?,?,?,?,?,?,?,?,?,Grãos simples,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0,80,920,290,520,810,160,30,5.33,20,?,?,33,6.2,4.5,?,?,0.5,0.07,0.06,0.6,?,0,?,?,0,19,14,5,2.4,?,2.31,1.88,4.4,?,?,?,?,NEOSSOLO,?,?,?
13437,?,?,?,A Fraco,?,?,?,Moderadamente drenado,?,?,?,?,?,?,45380,A,0,50,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,NEOSSOLO,?,?,?
7933,Álico,?,Ta,A Fraco,?,Arenosa,Média,Imperfeitamente drenado,?,?,?,?,?,?,23801,B22tp1,140,200,Franco-argilo-arenosa,?,?,?,?,?,?,?,?,Moderada,?,?,Pequena,?,?,Blocos angulares,Blocos subangulares,?,Muito dura,Firme,Ligeiramente plástica,Ligeiramente pegajosa,?,?,?,?,?,?,?,?,Bruno muito claro-acinzentado:Cinzento muito escuro:Vermelho,10YR:10YR:2.5YR,07:03:04,03:01:08,?,?,?,?,?,?,?,0,?,1000,540,60,600,100,300,0.33,290,?,?,3,5.3,3.5,1.3,1.7,3,0.23,0.1,3.3,1.1,4.4,8.8,38,57,144,92,34,6.7,?,2.66,2.15,4.25,2,0.6,1,?,PLINTOSSOLO,?,?,?
7933,Álico,?,Ta,A Fraco,?,Arenosa,Média,Imperfeitamente drenado,?,?,?,?,?,?,23800,B21tp1,110,140,Franco-argilo-arenosa,Bruno-acinzentado muito escuro,10YR,3,2,?,?,?,?,Moderada,?,?,Media,?,?,Prismática,?,?,Muito dura,?,Ligeiramente plástica,Ligeiramente pegajosa,?,?,?,?,?,?,Plana,Clara,?,?,?,?,preto-avermelhado,Abundante,Proeminente,Médio a grande,7.5YR,5,6,0,?,1000,510,90,600,70,330,0.21,310,?,?,6,5.1,3.5,1.4,1.2,2.6,0.38,0.07,3,1.4,3.8,8.2,37,56,143,92,38,6.6,?,2.64,2.09,3.8,1.3,0.5,1,?,PLINTOSSOLO,?,?,?
7933,Álico,?,Ta,A Fraco,?,Arenosa,Média,Imperfeitamente drenado,?,?,?,?,?,?,23799,A22,60,110,Areia-franca,Bruno,10YR,5,3,Bruno-claro-acinzentado,10YR,6,3,?,?,?,?,?,?,Maciça não coerente,?,?,Macia,Solta,Não-plástica,Não pegajosa,?,?,?,?,?,?,Plana,Abrupta,?,?,?,?,preto-avermelhado:rosado,Comum:Comum,Difuso:Difuso,Pequeno a médio:Pequeno a médio,8.5YR:8.5YR,05:06,06:06,0,?,1000,710,110,820,90,90,1,80,?,?,11,4.9,3.8,?,?,0.1,0.13,0.03,0.3,0.4,1,1.7,18,77,31,19,20,7,?,2.77,1.66,1.49,1.5,0.5,2,?,PLINTOSSOLO,?,?,?
7933,Álico,?,Ta,A Fraco,?,Arenosa,Média,Imperfeitamente drenado,?,?,?,?,?,?,23798,A21,20,60,Areia-franca,Bruno,10YR,4,3,Bruno-claro-acinzentado,10YR,6,3,?,?,?,?,?,?,Maciça não coerente,?,?,Macia,Solta,Não-plástica,Não pegajosa,?,?,?,?,?,?,Plana,Gradual,?,?,?,?,preto-avermelhado:rosado,Pouca:Pouca,Difuso:Difuso,Pequeno:Pequeno,8.5YR:8.5YR,05:06,06:06,0,0,1000,730,100,830,90,80,1.13,60,?,?,25,4.8,3.8,?,?,0.1,0.09,0.03,0.2,0.9,0.9,2,10,82,30,15,14,7,?,3.4,2.13,1.68,2.6,0.5,2,?,PLINTOSSOLO,?,?,?
7933,Álico,?,Ta,A Fraco,?,Arenosa,Média,Imperfeitamente drenado,?,?,?,?,?,?,23797,A1,0,20,Areia-franca,Bruno-escuro,10YR,3,3,Bruno-acinzentado,10YR,5,2.5,Fraca,?,?,?,?,?,Granular,?,?,Macia,Solta,Não-plástica,Não pegajosa,?,?,?,?,?,?,Plana,Clara,?,?,?,?,?,?,?,?,?,?,?,0,?,1000,720,100,820,100,80,1.25,60,?,?,25,4.6,3.6,?,?,0.7,0.14,0.05,0.9,2,0.8,3.7,24,47,28,15,12,6.8,?,3.17,2.1,1.96,5,0.8,1,?,PLINTOSSOLO,?,?,?
10740,Álico,?,?,A Moderado,?,Média,?,Moderadamente drenado,?,?,?,?,?,?,35501,C3,55,65,Franca,Bruno-oliváceo,5Y,7,4,?,?,?,?,?,?,?,?,?,?,Maciça,?,?,?,Firme,Ligeiramente plástica,Ligeiramente pegajosa,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0,0,1000,344,42,386,347,267,1.3,89,?,?,67,5.6,3.8,1.85,9,10.85,0.25,0.12,11.2,4.9,2.4,18.5,61,18,?,?,?,?,?,?,?,?,3,0.3,< 1,?,CAMBISSOLO,?,?,?
10740,Álico,?,?,A Moderado,?,Média,?,Moderadamente drenado,?,?,?,?,?,?,35495,C2,45,55,Franco-argilosa,?,10R,4,6,?,?,?,?,?,?,?,?,?,?,Maciça,?,?,?,Friável,Plástica,Pegajosa,?,?,?,?,?,?,?,Gradual,?,?,?,?,cinzento,Abundante,Proeminente,Grande,10YR,7,6,0,0,1000,291,116,407,297,296,1,93,?,?,69,5.4,3.9,1,7.66,8.66,0.32,0.09,9.1,6.2,3.6,18.9,48,28,?,?,?,?,?,?,?,?,4,0.3,< 1,?,CAMBISSOLO,?,?,?
10740,Álico,?,?,A Moderado,?,Média,?,Moderadamente drenado,?,?,?,?,?,?,35493,C1,35,45,Franca,?,10R,4,6,?,?,?,?,?,?,?,?,?,?,Maciça,?,?,?,Friável,Plástica,Pegajosa,?,?,?,?,?,?,?,Gradual,?,?,?,?,cinzento,Comum,Proeminente,Médio,10YR,7,6,0,0,1000,283,192,475,301,224,1.34,62,?,?,72,5,3.9,1,7.66,8.66,0.32,0.09,9.1,10.6,5.6,25.3,36,38,?,?,?,?,?,?,?,?,8,0.4,< 1,?,CAMBISSOLO,?,?,?
10740,Álico,?,?,A Moderado,?,Média,?,Moderadamente drenado,?,?,?,?,?,?,35490,(B),20,35,Franco-argilosa,?,10R,4,6,?,?,?,?,Fraca,?,?,Pequena,?,?,Blocos subangulares,?,?,?,Friável,Plástica,Pegajosa,?,?,?,?,?,?,?,Gradual,?,?,?,?,?,?,?,?,?,?,?,0,0,1000,200,136,336,333,331,1.01,85,?,?,74,5.2,3.8,1.11,4.47,5.58,0.38,0.07,6,13.6,7.4,27,22,55,?,?,?,?,?,?,?,?,11,0.5,< 1,?,CAMBISSOLO,?,?,?
10740,Álico,?,?,A Moderado,?,Média,?,Moderadamente drenado,?,?,?,?,?,?,35486,A3,10,20,Franco-argilosa,?,10R,4,6,?,?,?,?,Fraca,?,?,Pequena,?,?,Granular,?,?,?,Friável,Plástica,Pegajosa,?,?,?,?,?,?,?,Gradual,?,?,?,?,?,?,?,?,?,?,?,0,0,1000,171,127,298,305,397,0.77,52,?,?,87,5.1,3.8,0.95,3.48,4.43,0.4,0.05,4.9,19,6,29.9,16,55,?,?,?,?,?,?,?,?,14,0.7,< 1,?,CAMBISSOLO,?,?,?
10740,Álico,?,?,A Moderado,?,Média,?,Moderadamente drenado,?,?,?,?,?,?,35484,A1,0,10,Franco-argilosa,Vermelho muito escuro acinzentado,10R,4,4,?,?,?,?,Fraca,?,?,Pequena,?,?,Granular,?,?,?,Friável,Ligeiramente plástica,Pegajosa,?,?,?,?,?,?,?,Clara,?,?,?,?,?,?,?,?,?,?,?,0,0,1000,271,38,309,321,370,0.87,3,?,?,99,5.1,3.9,1.86,5,6.86,0.43,0.03,7.3,9.8,2.6,19.7,37,26,?,?,?,?,?,?,?,?,35,2,< 1,?,CAMBISSOLO,?,?,?
12274,Eutrófico,?,?,A Chernozêmico,?,Argilosa,?,Bem drenado,?,?,?,?,?,?,40577,IIC2cn,149,180,Argila,Preto,7.5YR,8,4,?,?,?,?,?,?,?,?,?,?,Maciça,?,?,Muito dura,Friável,Plástica,Pegajosa,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0,410,590,40,450,490,120,390,0.31,220,2.63,1.57,44,6.4,5,11.9,0.2,12.1,0.04,0.05,12.2,0.8,0,13,94,0,272,230,191,7.4,?,2.01,1.31,1.89,1.1,0.3,< 1,0.1,CAMBISSOLO,?,?,?
12274,Eutrófico,?,?,A Chernozêmico,?,Argilosa,?,Bem drenado,?,?,?,?,?,?,40576,IIC1cn,108,149,Argila,Rosado,7.5YR,7,6,?,?,?,?,?,Fraca,?,?,Muito pequena,?,Maciça que se desfaz,Granular,?,Dura,Firme,Plástica,Muito pegajosa,?,?,?,?,?,?,Ondulada,Gradual,?,?,?,?,?,?,?,?,?,?,?,0,140,860,60,330,390,160,450,0.36,140,2.58,1.3,69,5.9,4.8,10,1.1,11.1,0.02,0.1,11.2,1.1,0,12.3,91,0,268,225,184,8.3,?,2.02,1.33,1.92,2.5,0.5,< 1,0.1,CAMBISSOLO,?,?,?
12274,Eutrófico,?,?,A Chernozêmico,?,Argilosa,?,Bem drenado,?,?,?,?,?,?,40574,B23,62,108,Argila,Rosado,7.5YR,6,6,?,?,?,?,?,Fraca,?,?,Pequena,?,Maciça que se desfaz,Granular,?,Ligeiramente dura,Friável,Plástica,Muito pegajosa,?,?,?,?,?,?,Ondulada,Gradual,?,?,?,?,?,?,?,?,?,?,?,0,50,950,80,210,290,200,510,0.39,160,2.22,1.23,69,6.2,4.9,9.8,1.7,11.5,0.02,0.05,11.6,1.3,0,12.9,90,0,267,224,136,7.2,?,2.03,1.46,2.59,4.2,0.6,< 1,0.1,CAMBISSOLO,?,?,?
12274,Eutrófico,?,?,A Chernozêmico,?,Argilosa,?,Bem drenado,?,?,?,?,?,?,40573,B22,31,62,Argila,Cinzento-esverdeado-claro,7.5YR,5,4,?,?,?,?,?,?,?,?,Pequena,?,Maciça que se desfaz,?,Granular,Ligeiramente dura,Friável,Plástica,Muito pegajosa,?,?,?,?,?,?,Plana,Difusa,?,?,?,?,?,?,?,?,?,?,?,0,40,960,90,220,310,190,500,0.38,170,2.52,1.34,66,7.2,5.9,13,0.6,13.6,0.03,0.07,13.7,0.6,0,14.3,96,0,258,217,158,7.2,?,2.02,1.38,2.16,7.5,1,< 1,0.3,CAMBISSOLO,?,?,?
12274,Eutrófico,?,?,A Chernozêmico,?,Argilosa,?,Bem drenado,?,?,?,?,?,?,40572,A3,10,31,Argila,Verde-acinzentado,5YR,3,2,Vermelho-acinzentado,5YR,4,3,Moderada,?,?,Pequena a media,?,?,Granular,?,?,Ligeiramente dura,Friável,Plástica,Pegajosa,?,?,?,?,?,?,Plana,Clara,?,?,?,?,?,?,?,?,?,?,?,0,30,970,90,230,320,220,460,0.48,180,2.33,1.24,61,7.1,6,15.1,1.2,16.3,0.07,0.11,16.5,1,0,17.5,94,0,249,207,161,7.2,?,2.04,1.37,2.02,16.2,1.7,< 1,0.4,CAMBISSOLO,?,?,?
12274,Eutrófico,?,?,A Chernozêmico,?,Argilosa,?,Bem drenado,?,?,?,?,?,?,40571,A1,0,10,Argila,Verde-acinzentado,5YR,3,2,?,?,?,?,?,Fraca,?,?,Pequena a media,?,Maciça que se desfaz,Granular,?,Macia,Friável,Plástica,Pegajosa,?,?,?,?,?,?,Plana,Gradual,?,?,?,?,?,?,?,?,?,?,?,0,10,990,80,250,330,270,400,0.68,180,2.56,1.01,55,6.8,5.8,21.5,2.2,23.7,0.3,0.19,24.2,1.9,0,26.1,93,0,237,194,141,6.8,?,2.08,1.42,2.16,39.8,4.2,< 1,0.5,CAMBISSOLO,?,?,?
10919,Álico,?,Tb,A Fraco,?,Média,?,Mal drenado,?,?,?,?,?,?,36338,C2g,20,100,Franca,Bruno-oliváceo,2.5Y,8,2,?,?,?,?,?,?,?,?,?,?,Maciça,?,?,?,Firme,Ligeiramente plástica,Ligeiramente pegajosa,?,?,?,?,?,?,?,?,?,?,?,?,cinzento,Comum,Proeminente,Pequeno a médio,10YR,8,6,?,?,?,338,1,339,467,194,2.41,23.6,?,?,88,4.1,3.8,0.22,0.17,0.39,0.05,0.04,0.5,1.33,1.1,2.93,17,69,?,?,?,?,?,?,?,?,3,?,1,?,PLINTOSSOLO,?,?,?
