Codigo.PA,Saturaca.bases.ou.aluminio,Carater.Aluminico.Alitico,Atividade.argila,Horiz.diag.superficial,Horiz.diag.subsuperficial,Grup.classe.textural.superficial,Grup.classe.textural.subsuperficial,Classe.drenagem,Presenca.Concrecoes,Presenca.Contato.Litico,Presenca.Contato.litico.fragmentario,Presenca.Nodulos,Presenca.Petroplintita,Ocorrencia.Plintita,Codigo.Horizonte,Simbolo.Horizonte,Profundidade.Superior,Profundidade.Inferior,Classe.de.Textura,Cor.umida.nome,Cor.umida.Matiz,Cor.umida.Valor,Cor.umida.Croma,Cor.Seca.Nome,Cor.Seca.Matiz,Cor.Seca.Valor,Cor.Seca.Croma,Estrutura.Grau.de.Desenvolvimento.1.Ocorrencia,Estrutura.Grau.de.Desenvolvimento.2.Ocorrencia,Estrutura.Grau.de.Desenvolvimento.3.Ocorrencia,Estrutura.Tamanho.1.Ocorrencia,Estrutura.Tamanho.2.Ocorrencia,Estrutura.Tamanho.3.Ocorrencia,Estrutura.Forma.1.Ocorrencia,Estrutura.Forma.2.Ocorrencia,Estrutura.Forma.3.Ocorrencia,Consistencia.Seca,Consistencia.umida,Consistencia.Molhada.Plasticidade,Consistencia.Molhada.Pegajosidade,Cerosidade.Grau.de.desenvolvimento,Cerosidade.Quantidade,Superficie.de.compressao.desenvolvimento,Superficie.de.compressao.Quantidade,Superficie.de.friccao.Grau.de.desenvolvimento,Superficie.de.friccao.Quantidade,Transicao.horizonte.subjacente.Topografia,Transicao.horizonte.subjacente.Nitidez,Variegado.Nomenclatura,Variegado.Matiz,Variegado.Valor,Variegado.Croma,Mosqueado.Nome,Mosqueado.Quantidade,Mosqueado.Contraste,Mosqueado.Tamanho,Mosqueado.Matiz,Mosqueado.Valor,Mosqueado.Croma,Fracoes.amostra.total.Calhaus,Fracoes.amostra.total.Cascalho,Fracoes.amostra.total.Terra.Fina,Composicao.terrafina.Areia.Grossa,Composicao.terrafina.Areia.Fina,Composicao.terrafina.Areia.Total,Composicao.terrafina.Silte,Composicao.terrafina.Argila,Composicao.terrafina.Relacao.Silte.Argila,Composicao.terrafina.Argila.Dispersa.em.agua,Densidade.Particulas,Densidade.solo,Grau.de.Floculacao,pH.H2O,pH.KCl,Complexo.Sortivo.Calcio,Complexo.Sortivo.Magnesio,Complexo.Sortivo.Ca.Mg,Complexo.Sortivo.Potassio,Complexo.Sortivo.Sodio,Complexo.Sortivo.ValorS,Complexo.Sortivo.Hidrogenio,Complexo.Sortivo.AluminioTrocavel,Complexo.Sortivo.ValorT,Complexo.Sortivo.ValorVDelta.Sat.Bases,Complexo.Sortivo.Sat.Aluminio,Ataque.sulfurico.SiO2,Ataque.sulfurico.Al2O3,Ataque.sulfurico.Fe2O3,Ataque.sulfurico.TiO2,Ataque.sulfurico.MnO,Ataque.sulfurico.SiO2.Al2O3,Ataque.sulfurico.SiO2.R2O3,Ataque.sulfurico.Al2O3.Fe2O3,Carbono.organico,Nitrogenio.total,Saturacao.Sodio,Condutividade.Eletrica,Classificacao.Nivel.1,Classificacao.Nivel.2,Classificacao.Nivel.3,Ocorrencia-1-Nivel4
13122,Eutrófico,?,Ta,A Moderado,?,Argilosa,?,Mal drenado,?,?,?,?,?,?,44287,5Cgzn3,70,100,Argilo-arenosa,Bruno-claro,N,5.5,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Plástica a muito plástica,Muito pegajosa,?,?,?,?,?,?,Plana,Abrupta,?,?,?,?,?,?,?,?,?,?,?,0,20,980,100,360,460,110,430,0.26,0,?,?,100,7.9,7.2,6.3,7.5,13.8,0.09,1.54,15.4,?,0,?,?,0,156,99,33,5,?,2.68,2.21,4.71,0.9,0.4,?,?,ARGISSOLO,?,?,?
13122,Eutrófico,?,Ta,A Moderado,?,Argilosa,?,Mal drenado,?,?,?,?,?,?,44286,4Cgzn2,46,70,Argilo-arenosa,Bruno-claro,N,4.5,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Muito plástica,Muito pegajosa,?,?,?,?,?,?,Plana,Clara,?,?,?,?,cinzento-oliváceo-escuro,Abundante,Distinto,Médio a grande,10YR,5,8,0,20,980,120,470,590,130,280,0.46,0,?,?,100,7.5,7.2,6.6,8.8,15.4,0.07,1.03,16.5,?,0,?,?,0,182,124,35,4.2,?,2.5,2.11,5.56,1.5,0.4,?,?,ARGISSOLO,?,?,?
13122,Eutrófico,?,Ta,A Moderado,?,Argilosa,?,Mal drenado,?,?,?,?,?,?,44285,3Cgzn1,20,46,Franco-argilo-arenosa,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Plástica,Pegajosa,?,?,?,?,?,?,Plana,Clara,?,?,?,?,?,?,?,?,?,?,?,0,10,990,160,550,710,130,160,0.81,50,?,?,69,7.5,7.3,4.9,5.7,10.6,0.05,2.35,13,?,0,?,?,0,121,78,24,3.7,?,2.64,2.2,5.1,1.8,0.4,?,?,ARGISSOLO,?,?,?
13122,Eutrófico,?,Ta,A Moderado,?,Argilosa,?,Mal drenado,?,?,?,?,?,?,44284,Azn1,0,20,Argilo-arenosa,Bruno-amarelado-escuro,10YR,3.5,1,?,?,?,?,Fraca,?,?,Muito pequena a pequena,?,?,Granular,?,?,?,Muito friável,Ligeiramente plástica,Ligeiramente pegajosa,?,?,?,?,?,?,Plana,Clara,?,?,?,?,?,?,?,?,?,?,?,?,?,1000,290,410,700,220,80,2.75,70,?,?,13,7.3,7.6,2.5,1.3,3.8,0.03,0.29,4.1,?,0,?,?,0,32,133,7,2.4,?,0.41,0.4,29.83,4.1,0.7,?,?,ARGISSOLO,?,?,?
12969,Álico,?,Tb,A Proeminente,?,Arenosa,Argilosa,Mal drenado,?,?,?,?,?,?,43767,2BCg,137,159,Franco-argilo-arenosa com cascalho,Bruno-escuro,2.5Y,7,2,?,?,?,?,Moderada,Moderada,?,Pequena a media,Pequena a media,?,Blocos angulares,Blocos subangulares,?,?,Firme,Plástica,Pegajosa,?,?,?,?,?,?,?,?,?,?,?,?,cinzento-rosado:cinzento-azulado,Comum:Pouca,Proeminente:Distinto,Grande:Médio,10YR:2.5Y,06:05,08:02,0,160,840,150,520,670,40,290,0.14,0,?,?,100,4.7,3.6,?,?,0.8,0.11,0.06,1,5.1,2.8,8.9,11,74,139,100,21,5.1,?,2.36,2.08,7.48,1.2,0.2,< 1,?,PLANOSSOLO,?,?,?
12969,Álico,?,Tb,A Proeminente,?,Arenosa,Argilosa,Mal drenado,?,?,?,?,?,?,43766,Btg2,85,137,Franco-argilo-arenosa,?,?,?,?,?,?,?,?,Forte,Forte,?,Pequena a media,Pequena a media,?,Blocos angulares,Blocos subangulares,?,?,Muito firme,Muito plástica,Pegajosa,?,?,?,?,?,?,Plana,Gradual,Cinzento-rosado:Vermelho muito escuro acinzentado,10YR:2.5YR,06:05,08:02,?,?,?,?,?,?,?,0,30,970,100,470,570,100,330,0.3,0,?,?,100,4.9,3.7,0.6,0.7,1.3,0.09,0.06,1.5,6,3,10.5,14,67,176,134,24,5.7,?,2.23,2,8.77,2.2,0.3,< 1,?,PLANOSSOLO,?,?,?
12969,Álico,?,Tb,A Proeminente,?,Arenosa,Argilosa,Mal drenado,?,?,?,?,?,?,43765,Btg1,51,85,Argilo-arenosa,Bruno-amarelado-escuro,N,4,0,?,?,?,?,Forte,Forte,?,Pequena a media,Pequena a media,?,Blocos angulares,Blocos subangulares,?,?,Muito firme,Muito plástica,Pegajosa,?,?,?,?,?,?,Plana,Gradual,?,?,?,?,?,?,?,?,?,?,?,0,40,960,50,410,460,50,490,0.1,100,?,?,80,4.8,3.6,0.8,0.9,1.7,0.1,0.08,1.9,8,3.4,13.3,14,64,210,168,30,8.4,?,2.13,1.91,8.79,3.9,0.5,< 1,?,PLANOSSOLO,?,?,?
12969,Álico,?,Tb,A Proeminente,?,Arenosa,Argilosa,Mal drenado,?,?,?,?,?,?,43764,Eg,34,51,Areia-franca,Bruno-claro,10YR,4.5,1,?,?,?,?,?,?,?,?,?,?,Maciça,?,?,?,Muito friável,Não-plástica,Não pegajosa,?,?,?,?,?,?,Plana,Abrupta,?,?,?,?,?,?,?,?,?,?,?,0,20,980,170,620,790,170,40,4.25,30,?,?,25,5.6,4.2,?,?,0.1,0.06,0.02,0.2,1.1,0.1,1.4,14,33,18,5,7,4.4,?,6.12,3.23,1.12,1,0.1,1,?,PLANOSSOLO,?,?,?
12969,Álico,?,Tb,A Proeminente,?,Arenosa,Argilosa,Mal drenado,?,?,?,?,?,?,43763,A2,20,34,Areia-franca,Bruno-acinzentado-escuro,10YR,2,1,?,?,?,?,Fraca,Fraca,Fraca,Muito pequena,Pequena,Media,Granular,Granular,Granular,?,Muito friável,Não-plástica,Não pegajosa,?,?,?,?,?,?,Plana,Clara,?,?,?,?,?,?,?,?,?,?,?,0,10,990,70,800,870,70,60,1.17,30,?,?,50,5.4,3.9,?,?,0.2,0.07,0.02,0.3,3,0.5,3.8,8,63,21,8,5,4.3,?,4.46,3.19,2.51,4.5,0.3,< 1,?,PLANOSSOLO,?,?,?
12969,Álico,?,Tb,A Proeminente,?,Arenosa,Argilosa,Mal drenado,?,?,?,?,?,?,43762,A1,0,20,Areia-franca,Bruno-acinzentado-escuro,N,2,0,?,?,?,?,Moderada,?,?,Muito pequena a pequena,?,?,Granular,Grãos simples,?,?,Muito friável,Não-plástica,Não pegajosa,?,?,?,?,?,?,Plana,Gradual,?,?,?,?,?,?,?,?,?,?,?,0,0,1000,110,710,820,100,80,1.25,40,?,?,50,5.7,4.3,0.8,0.6,1.4,0.13,0.05,1.6,3.7,0.2,5.5,29,11,33,12,6,5.1,?,4.67,3.55,3.14,7.5,0.6,< 1,?,PLANOSSOLO,?,?,?
8363,Álico,?,Tb,A Moderado,?,Média cascalhenta,Argilosa cascalhenta,Moderadamente drenado,?,?,?,?,?,?,25773,IIB22p1,63,90,Muito argilosa (argila pesada),?,?,?,?,?,?,?,?,Moderada,?,?,Media,?,?,Blocos angulares,Blocos subangulares,?,Ligeiramente dura,Friável,Plástica,Pegajosa,?,?,?,?,?,?,?,?,Cinzento-rosado:Cinzento-oliváceo,10YR:10YR,06:07,06:04,?,?,?,?,?,?,?,0,60,940,30,50,80,260,660,0.39,0,?,?,100,4.8,3.8,0.3,0.6,0.9,0.02,0.04,1,2.8,4.1,7.9,13,80,239,198,87,6.6,?,2.05,1.6,3.57,3.5,0.6,1,?,PLINTOSSOLO,?,?,?
8363,Álico,?,Tb,A Moderado,?,Média cascalhenta,Argilosa cascalhenta,Moderadamente drenado,?,?,?,?,?,?,25772,IIB21p1,42,63,Argila cascalhenta,?,?,?,?,?,?,?,?,Moderada,?,?,Pequena a media,?,?,Blocos subangulares,Blocos angulares,?,Ligeiramente dura,Friável,Plástica,Pegajosa,?,?,?,?,?,?,Ondulada,Clara,Cinzento-claro,10YR,6,4,?,?,?,?,?,?,?,0,160,840,90,140,230,350,420,0.83,10,?,?,98,4.8,3.9,?,?,0.6,0.03,0.03,0.7,2.3,2.4,5.4,13,77,160,126,55,5.9,?,2.16,1.69,3.6,3.5,0.6,1,?,PLINTOSSOLO,?,?,?
8363,Álico,?,Tb,A Moderado,?,Média cascalhenta,Argilosa cascalhenta,Moderadamente drenado,?,?,?,?,?,?,25771,B1p1,22,42,Franca cascalhenta,Cinzento-rosado,10YR,6,6,?,?,?,?,Fraca,?,?,Media,?,?,Blocos subangulares,?,?,Ligeiramente dura,Friável,Ligeiramente plástica,Ligeiramente pegajosa,?,?,?,?,?,?,Ondulada,Clara,?,?,?,?,?,?,?,?,?,?,?,70,280,650,140,170,310,450,240,1.88,200,?,?,17,4.6,3.9,?,?,0.3,0.06,0.03,0.4,2,1.5,3.9,10,79,98,68,38,4.8,?,2.45,1.81,2.81,3.5,0.6,1,?,PLINTOSSOLO,?,?,?
8363,Álico,?,Tb,A Moderado,?,Média cascalhenta,Argilosa cascalhenta,Moderadamente drenado,?,?,?,?,?,?,25770,A2,10,22,Franca cascalhenta,Cinzento-claro,10YR,6,4,?,?,?,?,Fraca,?,?,Pequena a media,?,?,Blocos subangulares,?,?,Ligeiramente dura,Friável,Ligeiramente plástica,Pegajosa,?,?,?,?,?,?,Plana,Clara,?,?,?,?,?,?,?,?,?,?,?,80,370,550,140,220,360,480,160,3,120,?,?,25,4.5,4,?,?,0.3,0.08,0.03,0.4,2.4,1.3,4.1,10,76,77,45,30,4.1,?,2.91,2.04,2.35,6.1,0.7,1,?,PLINTOSSOLO,?,?,?
8363,Álico,?,Tb,A Moderado,?,Média cascalhenta,Argilosa cascalhenta,Moderadamente drenado,?,?,?,?,?,?,25769,A1,0,10,Franca cascalhenta,Cinzento-azulado,10YR,5,2,?,?,?,?,?,?,?,?,Pequena a media,?,Maciça que se desfaz,Granular,Grãos simples,?,Muito friável,Não-plástica,Não pegajosa,?,?,?,?,?,?,Plana,Clara,?,?,?,?,?,?,?,?,?,?,?,150,380,470,160,340,500,400,100,4,70,?,?,30,4,3.6,?,?,0.3,0.14,0.03,0.5,3.8,1.2,5.5,9,71,53,31,34,3.3,?,2.91,1.71,1.43,10.3,1,1,?,PLINTOSSOLO,?,?,?
5468,Álico,?,Tb,A Húmico,?,Argilosa,?,Bem drenado,?,?,?,?,?,?,14547,C,108,170,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0,0,1000,30,10,40,30,590,0.05,0,?,?,100,4.6,4,?,?,0.2,0.1,0.07,0.4,1,3,4.4,9,88,194,150,43,7.2,?,2.2,1.86,5.47,2.1,0.4,2,?,CAMBISSOLO,?,?,?
5468,Álico,?,Tb,A Húmico,?,Argilosa,?,Bem drenado,?,?,?,?,?,?,14546,Bi,67,108,Muito argilosa (argila pesada),Bruno-avermelhado-escuro,3.5YR,3,5,?,?,?,?,Forte,?,?,Ultrapequena,?,?,Granular,Maciça porosa,?,Macia a ligeiramente dura,Friável a muito friável,Ligeiramente plástica,Pegajosa,?,?,?,?,?,?,Plana,Abrupta,?,?,?,?,?,?,?,?,?,?,?,0,10,990,180,20,200,220,580,0.38,0,2.53,0.86,100,4.6,4,?,?,0.4,0.08,0.06,0.5,4.2,3.3,8,6,87,214,227,85,12.2,?,1.6,1.29,4.19,8.7,0.9,1,?,CAMBISSOLO,?,?,?
5468,Álico,?,Tb,A Húmico,?,Argilosa,?,Bem drenado,?,?,?,?,?,?,14545,AB,29,67,Muito argilosa (argila pesada),Bruno-avermelhado-escuro,5YR,3,3.5,?,?,?,?,Moderada,Forte,?,Pequena,Ultrapequena,?,Granular,Granular,Maciça porosa,Macia a ligeiramente dura,Friável,Ligeiramente plástica,Pegajosa,?,?,?,?,?,?,Plana,Gradual,?,?,?,?,?,?,?,?,?,?,?,0,?,1000,180,20,200,220,580,0.38,530,?,?,9,4.3,3.9,?,?,0.2,0.1,0.06,0.4,7.1,4.7,12.2,3,92,214,218,79,11.2,?,1.67,1.36,4.33,16.1,1.5,<1,?,CAMBISSOLO,?,?,?
5468,Álico,?,Tb,A Húmico,?,Argilosa,?,Bem drenado,?,?,?,?,?,?,14544,A,0,29,Argila,Bruno-avermelhado-escuro,5YR,3,3,?,?,?,?,Moderada a forte,?,?,Pequena a media,Media a grande,?,Granular,?,?,Ligeiramente dura,Friável,Ligeiramente plástica,Pegajosa,?,?,?,?,?,?,Plana,Gradual,?,?,?,?,?,?,?,?,?,?,?,0,0,1000,180,20,200,260,540,0.48,400,2.41,0.81,26,4.1,3.8,?,?,0.8,0.22,0.1,1.1,10,5.4,16.5,7,83,199,201,71,10,?,1.68,1.37,4.44,26.4,2.5,1,?,CAMBISSOLO,?,?,?
