Codigo.PA,Saturaca.bases.ou.aluminio,Carater.Aluminico.Alitico,Atividade.argila,Horiz.diag.superficial,Horiz.diag.subsuperficial,Grup.classe.textural.superficial,Grup.classe.textural.subsuperficial,Classe.drenagem,Presenca.Concrecoes,Presenca.Contato.Litico,Presenca.Contato.litico.fragmentario,Presenca.Nodulos,Presenca.Petroplintita,Ocorrencia.Plintita,Codigo.Horizonte,Simbolo.Horizonte,Profundidade.Superior,Profundidade.Inferior,Classe.de.Textura,Cor.umida.nome,Cor.umida.Matiz,Cor.umida.Valor,Cor.umida.Croma,Cor.Seca.Nome,Cor.Seca.Matiz,Cor.Seca.Valor,Cor.Seca.Croma,Estrutura.Grau.de.Desenvolvimento.1.Ocorrencia,Estrutura.Grau.de.Desenvolvimento.2.Ocorrencia,Estrutura.Grau.de.Desenvolvimento.3.Ocorrencia,Estrutura.Tamanho.1.Ocorrencia,Estrutura.Tamanho.2.Ocorrencia,Estrutura.Tamanho.3.Ocorrencia,Estrutura.Forma.1.Ocorrencia,Estrutura.Forma.2.Ocorrencia,Estrutura.Forma.3.Ocorrencia,Consistencia.Seca,Consistencia.umida,Consistencia.Molhada.Plasticidade,Consistencia.Molhada.Pegajosidade,Cerosidade.Grau.de.desenvolvimento,Cerosidade.Quantidade,Superficie.de.compressao.desenvolvimento,Superficie.de.compressao.Quantidade,Superficie.de.friccao.Grau.de.desenvolvimento,Superficie.de.friccao.Quantidade,Transicao.horizonte.subjacente.Topografia,Transicao.horizonte.subjacente.Nitidez,Variegado.Nomenclatura,Variegado.Matiz,Variegado.Valor,Variegado.Croma,Mosqueado.Nome,Mosqueado.Quantidade,Mosqueado.Contraste,Mosqueado.Tamanho,Mosqueado.Matiz,Mosqueado.Valor,Mosqueado.Croma,Fracoes.amostra.total.Calhaus,Fracoes.amostra.total.Cascalho,Fracoes.amostra.total.Terra.Fina,Composicao.terrafina.Areia.Grossa,Composicao.terrafina.Areia.Fina,Composicao.terrafina.Areia.Total,Composicao.terrafina.Silte,Composicao.terrafina.Argila,Composicao.terrafina.Relacao.Silte.Argila,Composicao.terrafina.Argila.Dispersa.em.agua,Densidade.Particulas,Densidade.solo,Grau.de.Floculacao,pH.H2O,pH.KCl,Complexo.Sortivo.Calcio,Complexo.Sortivo.Magnesio,Complexo.Sortivo.Ca.Mg,Complexo.Sortivo.Potassio,Complexo.Sortivo.Sodio,Complexo.Sortivo.ValorS,Complexo.Sortivo.Hidrogenio,Complexo.Sortivo.AluminioTrocavel,Complexo.Sortivo.ValorT,Complexo.Sortivo.ValorVDelta.Sat.Bases,Complexo.Sortivo.Sat.Aluminio,Ataque.sulfurico.SiO2,Ataque.sulfurico.Al2O3,Ataque.sulfurico.Fe2O3,Ataque.sulfurico.TiO2,Ataque.sulfurico.MnO,Ataque.sulfurico.SiO2.Al2O3,Ataque.sulfurico.SiO2.R2O3,Ataque.sulfurico.Al2O3.Fe2O3,Carbono.organico,Nitrogenio.total,Saturacao.Sodio,Condutividade.Eletrica,Classificacao.Nivel.1,Classificacao.Nivel.2,Classificacao.Nivel.3,Ocorrencia-1-Nivel4
11058,Álico,?,?,A Moderado,?,Média,Argilosa,Bem drenado,?,?,?,?,?,?,36684,A1,0,8,Franca com cascalho,Cinzento-esverdeado-claro,10YR,4,3,Cinzento-oliváceo-claro,10YR,3,4,Fraca,?,?,Pequena a media,?,?,Blocos subangulares,?,?,Macia,Friável,Plástica,Ligeiramente pegajoso a pegajoso,?,?,?,?,?,?,Plana,Gradual,?,?,?,?,?,?,?,?,?,?,?,20,140,840,370,100,470,340,190,1.79,160,?,?,16,3.7,3.5,?,?,0.5,0.16,0.05,0.7,4.4,1.9,7,10,73,70,72,40,2.8,?,1.65,1.22,2.83,13.6,1.4,< 1,?,ARGISSOLO,ARGISSOLO VERMELHO-AMARELO,?,?
7189,Álico,?,?,A Moderado,?,Média com cascalho,?,Acentuadamente drenado,?,?,?,?,?,?,21154,A,0,35,Franco-arenosa com cascalho,Bruno-escuro,7.5YR,4,4,Bruno,7.5YR,5,4,?,?,?,?,?,?,?,?,?,Solta,Solta,Não-plástica,Não pegajosa,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0,100,900,470,360,830,30,140,0.21,90,?,?,36,4.6,4.1,?,?,0.3,0.04,0.01,0.4,2.7,0.5,3.6,11,56,35,53,2.6,?,?,1.12,0.66,1.43,6.7,0.8,?,?,NEOSSOLO,NEOSSOLO LITÓLICO,?,?
11602,?,Caráter alítico,?,?,?,Argilosa,?,Moderadamente drenado,?,?,?,?,?,?,38056,C,125,160,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Firme a friável,?,?,?,?,?,?,?,?,?,?,Bruno-claro:Cinzento-rosado,2.5YR:10YR,:6,06:06,?,?,?,?,?,?,?,0,0,1000,120,200,320,370,310,1.19,270,?,?,13,5,3.9,?,?,0.5,0.19,0.12,0.8,2.8,12,15.6,5,94,235,182,122,14.5,?,2.2,1.54,2.34,5,0.7,< 1,?,NITOSSOLO,NITOSSOLO BRUNO,?,?
11602,?,Caráter alítico,?,?,?,Argilosa,?,Moderadamente drenado,?,?,?,?,?,?,38055,B3,105,125,Argila,Vermelho-acinzentado,6YR,4,4,?,?,?,?,Moderada,?,?,Pequena,Muito pequena,?,Blocos angulares,Blocos subangulares,?,Muito dura,Firme,Plástica,Muito pegajosa,Moderada,Comum,?,?,?,?,Ondulada,Clara,?,?,?,?,?,?,?,?,?,?,?,0,0,1000,60,70,130,280,590,0.47,0,?,?,100,4.7,3.8,?,?,0.3,0.14,0.05,0.5,3.7,6.9,11.1,5,93,262,205,91,13.6,?,2.17,1.69,3.54,5.6,1,< 1,?,NITOSSOLO,NITOSSOLO BRUNO,?,?
11602,?,Caráter alítico,?,?,?,Argilosa,?,Moderadamente drenado,?,?,?,?,?,?,38054,B22,68,105,Muito argilosa (argila pesada),Cinzento-esverdeado-claro,8YR,4,4,?,?,?,?,Forte,?,?,Pequena,?,?,Blocos subangulares,Blocos angulares,?,Muito dura,Firme,Plástica,Muito pegajosa,Moderada,Abundante,?,?,?,?,Irregular,Clara,?,?,?,?,?,?,?,?,?,?,?,0,0,1000,50,30,80,260,660,0.39,150,?,?,77,4.8,3.8,?,?,0.3,0.1,0.06,0.5,4.4,7,11.9,4,93,244,206,86,13.3,?,2.01,1.59,3.76,8.6,1.1,< 1,?,NITOSSOLO,NITOSSOLO BRUNO,?,?
11602,?,Caráter alítico,?,?,?,Argilosa,?,Moderadamente drenado,?,?,?,?,?,?,38053,B21,30,68,Muito argilosa (argila pesada),Cinzento-esverdeado,9YR,3,2.5,Cinzento-esverdeado-claro,9YR,4,3,Moderada,?,?,Muito pequena,Pequena,?,Blocos angulares,?,?,Dura,Friável,Plástica,Muito pegajosa,Fraca,Comum,?,?,?,?,Plana,Difusa,?,?,?,?,?,?,?,?,?,?,?,0,0,1000,50,50,100,250,650,0.38,410,?,?,37,5.1,3.8,?,?,0.9,0.15,0.08,1.1,8.9,7.5,17.5,6,87,232,193,85,13.3,?,2.04,1.6,3.56,14.6,1.6,< 1,?,NITOSSOLO,NITOSSOLO BRUNO,?,?
11602,?,Caráter alítico,?,?,?,Argilosa,?,Moderadamente drenado,?,?,?,?,?,?,38052,A3,10,30,Argila,Cinzento-oliváceo-claro,9YR,3.5,4,Cinzento-esverdeado-claro,9YR,5,3,Moderada,?,?,Muito pequena,Pequena,?,Blocos subangulares,?,?,Ligeiramente dura,Friável,Plástica,Muito pegajosa,?,?,?,?,?,?,Plana,Clara,?,?,?,?,?,?,?,?,?,?,?,0,0,1000,60,70,130,340,530,0.64,380,?,?,28,5.4,4.8,4.3,0.3,4.6,0.19,0.07,4.9,7.3,3,15.2,32,38,186,145,74,12.2,?,2.18,1.65,3.08,16.6,2,< 1,?,NITOSSOLO,NITOSSOLO BRUNO,?,?
11602,?,Caráter alítico,?,?,?,Argilosa,?,Moderadamente drenado,?,?,?,?,?,?,38051,A1,0,10,Argilo-siltosa,Cinzento-escuro,10YR,2,2,Vermelho-escuro,10Yr,5.5,2,Moderada,?,?,Muito pequena a pequena,Pequena a media,?,Granular,?,?,Macia,Muito friável,Plástica,Pegajosa,?,?,?,?,?,?,Plana,Clara,?,?,?,?,?,?,?,?,?,?,?,0,10,990,70,90,160,420,420,1,290,?,?,31,5.6,4.5,9.5,1.2,10.7,0.68,0.08,11.5,8.9,0.1,20.5,56,1,168,116,67,11.8,?,2.46,1.8,2.72,32.5,3.2,< 1,?,NITOSSOLO,NITOSSOLO BRUNO,?,?
10627,Álico,?,?,A Proeminente,?,Média,?,Imperfeitamente a mal drenado,?,?,?,?,?,?,34962,IIC2g,80,130,Franco-siltosa,Bruno-escuro,10YR,7,1,?,?,?,?,?,?,?,?,?,?,Maciça,?,?,Ligeiramente dura,Firme,Plástica,Pegajosa,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0,0,1000,210,60,270,510,220,2.32,200,?,?,9,4.4,3.5,0.06,0.04,0.1,0.04,0.03,0.2,0.99,2.8,3.99,5,93,93.5,68.9,15.9,?,?,2.31,2.01,6.8,1.3,0.1,< 1,?,GLEISSOLO,GLEISSOLO HÁPLICO,?,?
10627,Álico,?,?,A Proeminente,?,Média,?,Imperfeitamente a mal drenado,?,?,?,?,?,?,34961,C1g,40,80,Franco-siltosa,Bruno-escuro,10YR,7,2,?,?,?,?,?,?,?,?,?,?,Maciça,?,?,Macia,Firme,Plástica,Ligeiramente pegajosa,?,?,?,?,?,?,Plana,Gradual,?,?,?,?,?,?,?,?,?,?,?,0,0,1000,270,70,340,590,70,8.43,50,?,?,29,4.5,3.7,0.01,0.01,0.02,0.03,0.02,0.1,0.78,1.2,2.08,5,92,33.2,7.7,37.7,?,?,7.33,1.78,0.32,3.7,0.1,< 1,?,GLEISSOLO,GLEISSOLO HÁPLICO,?,?
10627,Álico,?,?,A Proeminente,?,Média,?,Imperfeitamente a mal drenado,?,?,?,?,?,?,34960,A1,0,40,Franco-siltosa,Bruno-amarelado-claro,10YR,2.5,1,?,?,?,?,?,?,?,?,?,?,Maciça,?,?,Macia,Friável,Ligeiramente plástica,Ligeiramente pegajosa,?,?,?,?,?,?,Plana,Clara,?,?,?,?,?,?,?,?,?,?,?,0,0,1000,240,90,330,630,40,15.75,0,?,?,100,4.1,3.4,0.04,0.04,0.08,0.04,0.03,0.1,5.39,2.2,7.69,1,96,21.1,5.1,59.6,?,?,7.03,0.83,0.13,15.1,0.9,< 1,?,GLEISSOLO,GLEISSOLO HÁPLICO,?,?
12124,?,?,?,A Moderado,?,Arenosa,Média cascalhenta,Imperfeitamente drenado,?,?,?,?,?,?,39996,IIC,57,95,Franco-argilo-arenosa com cascalho,Cinzento-oliváceo-claro,10YR,4,4,Cinzento-oliváceo-claro,10YR,4,4,Moderada,Moderada,?,Media a grande,Media a grande,?,Blocos angulares,Blocos subangulares,?,Extremamente dura,Muito firme,Muito plástica,Muito pegajosa,?,?,?,?,?,?,?,?,Cinzento-oliváceo-escuro,10YR,5,5,?,?,?,?,?,?,?,0,110,890,160,380,540,130,330,0.39,250,?,?,24,6.1,4.3,0.8,8.7,9.5,0.08,2.92,12.5,0.4,0,12.9,97,0,168,87,63,9.2,?,3.28,2.25,2.17,2.2,0.3,23,5.1,PLANOSSOLO,PLANOSSOLO NÁTRICO,?,?
12124,?,?,?,A Moderado,?,Arenosa,Média cascalhenta,Imperfeitamente drenado,?,?,?,?,?,?,39995,IIBt,45,75,Argilo-arenosa cascalhenta,Cinzento-oliváceo-claro,10YR,4,4,Cinzento-oliváceo-claro,10YR,4,4,Moderada,Moderada,?,Media a grande,Media a grande,?,Blocos subangulares,Blocos angulares,?,?,?,?,?,?,?,?,?,?,?,Ondulada,Gradual,?,?,?,?,vermelho-claro,Abundante,Proeminente,Pequeno,5YR,5,8,0,150,850,80,510,590,60,350,0.17,290,2.67,1.58,17,5.4,3.6,1.1,8.5,9.6,0.04,1.53,11.2,2,0.5,13.7,82,4,171,101,61,8.5,?,2.88,2.08,2.6,5.1,0.6,11,1.4,PLANOSSOLO,PLANOSSOLO NÁTRICO,?,?
12124,?,?,?,A Moderado,?,Arenosa,Média cascalhenta,Imperfeitamente drenado,?,?,?,?,?,?,39994,A2,30,45,Areia-franca cascalhenta,Cinzento-esverdeado-claro,10YR,4,3,Cinzento-esverdeado-escuro,10YR,5.5,3,?,?,?,?,?,?,Grãos simples,?,?,Solta a macia,Muito friável,Não-plástica,Não pegajosa,?,?,?,?,?,?,Ondulada,Abrupta,?,?,?,?,cinzento-esverdeado-claro,Comum,Difuso,Pequeno,7.5YR,4,4,0,180,820,200,620,820,130,50,2.6,20,2.67,1.7,60,5.5,3.8,?,?,0.6,0.06,0.07,0.7,0.5,0.7,1.9,37,50,21,13,21,4.4,?,2.75,1.35,0.97,2.3,0.3,4,?,PLANOSSOLO,PLANOSSOLO NÁTRICO,?,?
12124,?,?,?,A Moderado,?,Arenosa,Média cascalhenta,Imperfeitamente drenado,?,?,?,?,?,?,39993,A1,0,30,Areia-franca,Cinzento-esverdeado-claro,10YR,4,3,Cinzento-esverdeado-escuro,10YR,5.5,3,?,Fraca,?,?,Pequena,?,Grãos simples,Granular,?,Macia,Muito friável,Não-plástica,Não pegajosa,?,?,?,?,?,?,Plana,Gradual,?,?,?,?,cinzento-esverdeado-claro,Comum,Difuso,Pequeno,7.5YR,4,4,0,40,960,280,500,780,150,70,2.14,20,2.63,1.66,71,5.6,4.2,0.8,0.8,1.6,0.2,0.04,1.8,1.7,0.3,3.8,47,14,27,16,21,5.4,?,2.87,1.56,1.2,7.1,0.6,1,?,PLANOSSOLO,PLANOSSOLO NÁTRICO,?,?
12124,?,?,?,A Moderado,?,Arenosa,Média cascalhenta,Imperfeitamente drenado,?,?,?,?,?,?,39992,O1,2,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,PLANOSSOLO,PLANOSSOLO NÁTRICO,?,?
8973,Eutrófico,?,Tb,A Moderado,?,Média,Argilosa,Moderadamente drenado,?,?,?,?,?,?,28110,B3t,115,140,Franco-argilosa com cascalho,?,?,?,?,?,?,?,?,Fraca,?,?,Pequena a media,?,?,Blocos subangulares,?,?,Muito dura,Firme,Ligeiramente plástica,Pegajosa,?,?,?,?,?,?,?,?,Cinzento-oliváceo-escuro:Cinzento-claro,10YR:10YR,05:06,08:04,?,?,?,?,?,?,?,0,120,880,200,240,440,270,290,0.93,0,?,?,100,6.1,5.7,0.5,2.2,2.7,0.14,0.11,3,1.2,0,4.2,71,0,168,146,159,6.7,?,1.96,1.15,1.44,2.3,0.4,3,?,ARGISSOLO,ARGISSOLO VERMELHO-AMARELO,?,?
8973,Eutrófico,?,Tb,A Moderado,?,Média,Argilosa,Moderadamente drenado,?,?,?,?,?,?,28109,B22t,85,115,Franco-argilosa com cascalho,Cinzento-oliváceo-escuro,10YR,5,8,Cinzento-rosado,10YR,6,8,Moderada,?,?,Pequena a media,?,?,Blocos subangulares,?,?,Muito dura,Firme,Plástica,Pegajosa,?,?,?,?,?,?,Plana,Gradual,?,?,?,?,?,?,?,?,?,?,?,0,80,920,280,80,360,270,370,0.73,0,2.64,1.6,100,5.6,4.8,0.6,2.5,3.1,0.08,0.12,3.3,1.4,0,4.7,70,0,141,113,51,9.7,?,2.12,1.65,3.48,2.5,0.4,3,?,ARGISSOLO,ARGISSOLO VERMELHO-AMARELO,?,?
8973,Eutrófico,?,Tb,A Moderado,?,Média,Argilosa,Moderadamente drenado,?,?,?,?,?,?,28104,B21t,35,85,Franco-argilosa com cascalho,Cinzento-oliváceo-escuro,10YR,5,6,Cinzento-rosado,10YR,6,6,Fraca,?,?,Pequena a media,?,?,Blocos subangulares,?,?,Muito dura,Firme,Plástica,Pegajosa,?,?,?,?,?,?,Ondulada,Clara,?,?,?,?,?,?,?,?,?,?,?,0,60,940,320,100,420,300,280,1.07,110,2.66,1.61,61,5.3,4.2,0.4,1.1,1.5,0.11,0.06,1.7,1.8,0.6,4.1,41,26,115,93,36,10.4,?,2.1,1.69,4.06,3.4,0.4,1,?,ARGISSOLO,ARGISSOLO VERMELHO-AMARELO,?,?
8973,Eutrófico,?,Tb,A Moderado,?,Média,Argilosa,Moderadamente drenado,?,?,?,?,?,?,28103,B1t,15,35,Franco-argilosa,Cinzento-oliváceo-claro,10YR,4,4,?,?,?,?,?,?,?,?,?,?,Maciça,?,?,Muito dura,Firme,Plástica,Pegajosa,?,?,?,?,?,?,Plana,Gradual,?,?,?,?,?,?,?,?,?,?,?,0,40,960,330,90,420,290,290,1,120,2.62,1.62,59,5.3,4.1,0.5,0.9,1.4,0.18,0.06,1.6,2.5,0.8,4.9,33,33,115,92,40,12,?,2.13,1.66,3.61,5.2,0.6,1,?,ARGISSOLO,ARGISSOLO VERMELHO-AMARELO,?,?
